Title,Year,citations,Scientific Entity Disambigious
{EBL}-Hope: Multilingual Word Sense Disambiguation Using a Hybrid Knowledge-Based Technique,2015,2,"ebl-hope, multilingual disambiguation, knowledge-based method"
{VUA}-background : When to Use Background Information to Perform Word Sense Disambiguation,2015,1,"loa, local information, word sense ambiguation"
{T}eam{UFAL}: {WSD}+{EL} as Document Retrieval,2015,0,"teamufal, wsd+el, text retrieval"
{EL}92: Entity Linking Combining Open Source Annotators via Weighted Voting,2015,4,"el92, node linking, open source annotators, metric based"
{UNIBA}: Combining Distributional Semantic Models and Sense Distribution for Multilingual All-Words Sense Disambiguation and Entity Linking,2015,9,"uniba, distributional semantic models, sense entropy, multilingual disambiguation, node linking"
{SUDOKU}: Treating Word Sense Disambiguation {\&} Entitiy Linking as a Deterministic Problem - via an Unsupervised {\&} Iterative Approach,2015,4,"sudoku, word sense ambiguation, node linking, deterministic method, unsupervised approach, iterative domain"
{T}eam{HCMUS}: Analysis of Clinical Text,2015,2,"cyut team, test, clinical text"
{UTU}: Adapting Biomedical Event Extraction System to Disorder Attribute Detection,2015,2,"utu, biomedical event detection, abnormal zone detection"
{IHS}-{RD}-{B}elarus: Identification and Normalization of Disorder Concepts in Clinical Notes,2015,2,"ihs-rd-belarus, audit, normalization, thought disorder, medical notes"
{UWM}: A Simple Baseline Method for Identifying Attributes of Disease and Disorder Mentions in Clinical Text,2015,1,"uwb, attributes, aids, thought disorder, clinical text"
{TAKELAB}: Medical Information Extraction and Linking with {MINERAL},2015,4,"takelab, biographic fact extraction, i, mining"
{TMUNSW}: Identification of Disorders and Normalization to {SNOMED}-{CT} Terminology in Unstructured Clinical Notes,2015,3,"jep, views, normalization, snomed, unstructured clinical notes"
{U}tah{POET}: Disorder Mention Identification and Context Slot Filling with Cognitive Inspiration,2015,2,"utahpoet, abnormal zone detection, context slot filling, cognitive ease"
{UL}isboa: Recognition and Normalization of Medical Concepts,2015,7,"ulisboa, patron, normalization, bertology"
ez{DI}: A Supervised {NLP} System for Clinical Narrative Analysis,2015,15,"ezdi, nlp methods, clinical text analysis"
{CUAB}: Supervised Learning of Disorders and their Attributes using Relations,2015,1,"cuab, supervised learning, views, attributes, art"
{B}ioinformatics{UA}: Machine Learning and Rule-Based Recognition of Disorders and Clinical Attributes from Patient Notes,2015,0,"bioinformatics, machine learning, rule-based detection, views, patient level, patient notes"
{LIST}-{LUX}: Disorder Identification from Clinical Texts,2015,0,"list-lux, disorder recognition, clinical text"
{CMILLS}: Adapting Semantic Role Labeling Features to Dependency Parsing,2015,3,"cmills, semantic role label, dependency parsing"
{D}uluth: Word Sense Discrimination in the Service of Lexicography,2015,6,"wa, word sense labels, lexicography"
{S}em{E}val-2015 Task 9: {CLIPE}val Implicit Polarity of Events,2015,19,"semeval 2017 task-6, tueval, polarity of contexts"
{S}em{E}val-2015 Task 10: Sentiment Analysis in {T}witter,2015,353,"semeval 2017 task-6, link analysis, twitter"
{UNITN}: Training Deep Convolutional Neural Network for {T}witter Sentiment Classification,2015,174,"unitn, convolution neural network, twitter sentiment corpus"
{S}em{E}val-2015 Task 11: Sentiment Analysis of Figurative Language in {T}witter,2015,171,"semeval 2017 task-6, link analysis, language collage, twitter"
"{CL}a{C}-{S}enti{P}ipe: {S}em{E}val2015 Subtasks 10 {B},{E}, and Task 11",2015,23,"clac-sentipipe, wat2018, subtasks 10 b, e, task 2"
{S}em{E}val-2015 Task 12: Aspect Based Sentiment Analysis,2015,310,"semeval 2017 task-6, aspect based sentiment analysis"
{NLANGP}: Supervised Machine Learning System for Aspect Category Classification and Opinion Target Extraction,2015,52,"nlangp, machine learning approach, aspect based, social polling language"
{SHELLFBK}: An Information Retrieval-based System For Multi-Domain Sentiment Analysis,2015,25,"allennlp, information retrieval system, multi-way sentiment analysis"
{DIEGOL}ab: An Approach for Message-level Sentiment Classification in {T}witter,2015,7,"hbert, basis, target-level sentiment classification, twitter"
{S}plusplus: A Feature-Rich Two-stage Classifier for Sentiment Analysis of Tweets,2015,6,"phemeplus, feature-based classifier, link analysis, tweets"
"{IIIT}-{H} at {S}em{E}val 2015: {T}witter Sentiment Analysis {--} The Good, the Bad and the Neutral!",2015,17,"t3-vis, semeval 2013, twitter sentiment corpus"
{CIS}-positive: A Combination of Convolutional Neural Networks and Support Vector Machines for Sentiment Analysis in {T}witter,2015,5,"cis-positive, coil, convolutional neural nets, support vector machines, link analysis, twitter"
{GTI}: An Unsupervised Approach for Sentiment Analysis in {T}witter,2015,14,"gtm, unsupervised approach, link analysis, twitter"
Gradiant-Analytics: Training Polarity Shifters with {CRF}s for Message Level Polarity Detection,2015,4,"gradiant-analytics, affect polarity, conditional random fields (crfs), message polarity classification"
{IOA}: Improving {SVM} Based Sentiment Classification Through Post Processing,2015,6,"iai, svm (support vector machine), it strategy, pre-processing"
{R}ose{M}erry: A Baseline Message-level Sentiment Classification System,2015,6,"rosemerry, target-level sentiment classification"
{UDLAP}: Sentiment Analysis Using a Graph-Based Representation,2015,8,"udalm, link analysis, graph-based aspect"
{ECNU}: Multi-level Sentiment Analysis on {T}witter Using Traditional Linguistic Features and Word Embedding Features,2015,19,"cefr, multi-way sentiment analysis, twitter, traditional linguistic features, word embedding features"
{L}sislif: Feature Extraction and Label Weighting for Sentiment Analysis in {T}witter,2015,37,"fquad, feature reduction, label weighting, link analysis, twitter"
{EL}i{RF}: A {SVM} Approach for {SA} tasks in {T}witter at {S}em{E}val-2015,2015,8,"amoa, svm learning, tasks, twitter, semeval-2013"
{W}ebis: An Ensemble for {T}witter Sentiment Detection,2015,66,"webis, ensemble, twitter sentiment corpus"
{S}entibase: Sentiment Analysis in {T}witter on a Budget,2015,3,"sentibase, link analysis, twitter"
"{UNIBA}: Sentiment Analysis of {E}nglish Tweets Combining Micro-blogging, Lexicon and Semantic Features",2015,12,"uniba, link analysis, english tweets, micro-blogging, lexica, semantic value"
{IITPS}em{E}val: Sentiment Discovery from 140 Characters,2015,1,"iitpsemeval, it strategy, 140 characters"
{S}wiss-Chocolate: Combining Flipout Regularization and Random Forests with Artificially Built Subsystems to Boost Text-Classification for Sentiment,2015,2,"swiss-chocolate, label regularization, unseen data, artificially evolved chunks, text-classification, i"
{INESC}-{ID}: A Regression Model for Large Scale {T}witter Sentiment Lexicon Induction,2015,33,"inesc-id, error models, sentiment ontology tree"
{KLUE}less: Polarity Classification and Association,2015,16,"klueless, polarity association, society"
{SWASH}: A Naive {B}ayes Classifier for Tweet Sentiment Identification,2015,13,"swag, naive bayes classifier, tweet sentiment analysis"
{SWATCS}65: Sentiment Classification Using an Ensemble of Class Projects,2015,1,"swatcs, it strategy, ensemble of class projects"
{SWATAC}: A Sentiment Analyzer using One-Vs-Rest Logistic Regression,2015,3,"mudoco, sentiment analyzer, deeppavlov logistic regression"
{T}witter{H}awk: A Feature Bucket Based Approach to Sentiment Analysis,2015,12,"twitterbot, feature state, link analysis"
{S}e{NTU}: Sentiment Analysis of Tweets by Combining a Rule-based Classifier with Supervised Learning,2015,96,"asu, link analysis, tweets, rule-based classifier, supervised learning"
{INESC}-{ID}: Sentiment Analysis without Hand-Coded Features or Linguistic Resources using Embedding Subspaces,2015,8,"inesc-id, link analysis, hand-coded features, language resources, embedding subspaces"
{W}arwick{DCS}: From Phrase-Based to Target-Specific Sentiment Recognition,2015,8,"warwickdcs, meaning-based statistical, target-specific sentiment recognition"
{UIR}-{PKU}: {T}witter-{O}pin{M}iner System for Sentiment Analysis in {T}witter at {S}em{E}val 2015,2015,1,"uir-pku, twitter-opinminer system, link analysis, twitter, semeval 2013"
{SWAT}-{CMW}: Classification of {T}witter Emotional Polarity using a Multiple-Classifier Decision Schema and Enhanced Emotion Tagging,2015,4,"swat-mp, classification, twitter polarity, multiple-classifier decision schema, emotion tagging"
{LLT}-{P}oly{U}: Identifying Sentiment Intensity in Ironic Tweets,2015,17,"uor-ncl, sentiment rich, ironic tweets"
{KEL}ab{T}eam: A Statistical Approach on Figurative Language Sentiment Analysis in {T}witter,2015,8,"dimsim, statistical method, figurative language identification, twitter"
{LT}3: Sentiment Analysis of Figurative Tweets: piece of cake {\#}{N}ot{R}eally,2015,16,"lt3, link analysis, english tweets, piece of cake, \#fail"
{PRHLT}: Combination of Deep Autoencoders with Classification and Regression Techniques for {S}em{E}val-2015 Task 11,2015,1,"prhlt, autoencoders, ranking methods, analysis methods, semeval 2017 task-6"
{V}alen{T}o: Sentiment Analysis of Figurative Language Tweets with Irony and Sarcasm,2015,22,"ostia, link analysis, language collage, tweets, irony, sarcasm"
{CPH}: Sentiment analysis of Figurative Language on {T}witter {\#}easypeasy {\#}not,2015,5,"link analysis, language collage, twitter"
{UPF}-taln: {S}em{E}val 2015 Tasks 10 and 11. Sentiment Analysis of Literal and Figurative Language in {T}witter,2015,11,"upf-taln, semeval-2019 tasks 5 and 6, link analysis, literal uses, language collage, twitter"
{D}s{U}ni{P}i: An {SVM}-based Approach for Sentiment Analysis of Figurative Language on {T}witter,2015,8,"pum, svm (support vector machine), link analysis, language collage, twitter"
{V}3: Unsupervised Aspect Based Sentiment Analysis for {S}em{E}val2015 Task 12,2015,20,"p2, unsupervised sentiment analysis, semeval 2013 task"
{LT}3: Applying Hybrid Terminology Extraction to Aspect-Based Sentiment Analysis,2015,8,"terminology systematization, text-based sentiment analysis, lt3"
{UFRGS}: Identifying Categories and Targets in Customer Reviews,2015,0,"ufrgs, topic, target, customer reviews"
{SINAI}: Syntactic Approach for Aspect-Based Sentiment Analysis,2015,2,"codex, syntactic model, text-based sentiment analysis"
{ECNU}: Extracting Effective Features from Multiple Sequential Sentences for Target-dependent Sentiment Analysis in Reviews,2015,22,"cefr, targeted features, long parallel sentences, text-based sentiment analysis, review"
{UMD}uluth-{CS}8761-12: A Novel Machine Learning Approach for Aspect Based Sentiment Analysis,2015,3,"umduluth-cs8761, machine learning, aspect based sentiment analysis"
{E}li{X}a: A Modular and Flexible {ABSA} Platform,2015,50,"amoa, ethical, coil, absa platform"
{L}sislif: {CRF} and Logistic Regression for Opinion Target Extraction and Sentiment Polarity Analysis,2015,46,"fquad, crf (conditional random field), logistic regression, social polling language, sentiment polarity analysis"
{SIEL}: Aspect Based Sentiment Analysis in Reviews,2015,9,"siel, aspect based sentiment analysis, review"
{S}entiue: Target and Aspect based Sentiment Analysis in {S}em{E}val-2015 Task 12,2015,51,"sentiue, link analysis, semeval 2017 task-6, target, aspect based"
{TJU}de{M}: A Combination Classifier for Aspect Category Detection and Sentiment Polarity Classification,2015,3,"tjudem, bayes classifier, aspect based, sentiment polarity"
{S}em{E}val-2015 Task 4: {T}ime{L}ine: Cross-Document Event Ordering,2015,69,"semeval 2017 task-6, sap, cross-document event ordering"
{SPINOZA}{\_}{VU}: An {NLP} Pipeline for Cross Document {T}ime{L}ines,2015,12,"spinoza_vu, nlp pipeline, document sub-structure"
{S}em{E}val-2015 Task 5: {QA} {T}emp{E}val - Evaluating Temporal Information Understanding with Question Answering,2015,41,"semeval 2017 task-6, tueval, temporal localization, guesswork"
{HLT}-{FBK}: a Complete Temporal Processing System for {QA} {T}emp{E}val,2015,6,"fbk-hlt, temporal processing, tueval"
{S}em{E}val-2015 Task 6: Clinical {T}emp{E}val,2015,130,"semeval 2017 task-6, clinical tempeval"
{B}lu{L}ab: Temporal Information Extraction for the 2015 Clinical {T}emp{E}val Challenge,2015,26,"blulab, temporal localization, clinical tempeval"
{GPLSIUA}: Combining Temporal Information and Topic Modeling for Cross-Document Event Ordering,2015,7,"prmse, temporal data, topic modeling, cross-document event ordering"
{H}eidel{T}oul: A Baseline Approach for Cross-document Event Ordering,2015,6,"heideltoul, cross-document event ordering, baseline model"
{HITSZ}-{ICRC}: An Integration Approach for {QA} {T}emp{E}val Challenge,2015,0,"hitsz-icrc, hybrid approach, qa tempeval challenge"
{UFPRS}heffield: Contrasting Rule-based and Support Vector Machine Approaches to Time Expression Identification in Clinical {T}emp{E}val,2015,5,"ujnlp, assumption-based, support vector machine, time depth, clinical tempeval"
{IXAG}roup{EHUD}iac: A Multiple Approach System towards the Diachronic Evaluation of Texts,2015,8,"ixagroupehudiac, cqa system, diachrony, texts"
{USAAR}-{CHRONOS}: Crawling the Web for Temporal Annotations,2015,4,"usaar-chronos, web, denotations"
{AMBRA}: A Ranking Approach to Temporal Text Classification,2015,9,"ambra, actor approach, text corpus construction"
{IXAG}roup{EHUS}pace{E}val: ({X}-Space) A {W}ord{N}et-based approach towards the Automatic Recognition of Spatial Information following the {ISO}-Space Annotation Scheme,2015,4,"ixagroupehudiac, x-space, ccnet, automatic system, geo-information, iso-space annotation scheme"
{UTD}: Ensemble-Based Spatial Relation Extraction,2015,4,"utd, ensemble-based, relations: using"
"{S}em{E}val 2015, Task 7: Diachronic Text Evaluation",2015,30,"semeval 2013, task 2, diachronic bible corpus"
"{UCD} : Diachronic Text Classification with Character, Word, and Syntactic N-grams",2015,14,"ucl, diachronic bible corpus, rank, egg, syntactic"
{S}em{E}val-2015 Task 8: {S}pace{E}val,2015,40,"semeval 2017 task-6, questeval"
{S}p{RL}-{CWW}: Spatial Relation Classification with Independent Multi-class Models,2015,5,"sprl-cww, social relation inference, multi-level"
{S}em{E}val-2015 Task 17: Taxonomy Extraction Evaluation ({TE}x{E}val),2015,66,"semeval 2017 task-6, olap (online analytical processing)"
{INRIASAC}: Simple Hypernym Extraction Methods,2015,19,"paramor, hypernym extraction"
{S}em{E}val 2015 Task 18: Broad-Coverage Semantic Dependency Parsing,2015,92,"semeval 2013 task, wide-coverage semantic parsing"
{P}eking: Building Semantic Dependency Graphs with a Hybrid Parser,2015,23,"scan, dependency graphs, hybrid parser"
{USAAR}-{WLV}: Hypernym Generation with Deep Neural Nets,2015,19,"gmu-wlv, hypernym discovery, deep neural nets"
{NTNU}: An Unsupervised Knowledge Approach for Taxonomy Extraction,2015,3,"nthu, novel unsupervised frameworks, taxonomy markers"
{LT}3: A Multi-modular Approach to Automatic Taxonomy Construction,2015,17,"lt3, multilayered approach, automatic article analysis"
{TALN}-{UPF}: Taxonomy Learning Exploiting {CRF}-Based Hypernym Extraction on Encyclopedic Definitions,2015,6,"upf-taln, taxonomy markers, crf-based translation models, encyclopedic texts"
{QASSIT}: A Pretopological Framework for the Automatic Construction of Lexical Taxonomies from Raw Texts,2015,3,"qassit, terminological network, automated building, lexical taxonomies, raw texts"
{R}iga: from {F}rame{N}et to Semantic Frames with C6.0 Rules,2015,3,"riga, framenet, semantic units, c0"
{T}urku: Semantic Dependency Parsing as a Sequence Classification,2015,6,"turku, phrase dependency parsing, sequence modeling"
{L}isbon: Evaluating {T}urbo{S}emantic{P}arser on Multiple Languages and Out-of-Domain Data,2015,18,"basque, turbosemanticparser, two languages, out-of-domain data"
Proceedings of the Student Research Workshop,2015,0,student research workshop
The Complexity of Scrambling in {J}apanese: A {TAG} Approach,2015,0,"vector, it, japan, lab protocol"
Some Theoretical Considerations in Off-the-Shelf Text Analysis Software,2015,4,"theoretical terms, off-the-shelf speech recognizers"
Unsupervised Topic-Specific Domain Dependency Graphs for Aspect Identification in Sentiment Analysis,2015,5,"unsupervised topic-specific domain, dependency graphs, aspect marker, link analysis"
Unsupervised learning of agglutinated morphology using nested {P}itman-{Y}or process based morpheme induction algorithm,2015,0,"unsupervised manner, agglutination, pitman-yor processes, unknown morpheme detection"
Easy-read Documents as a Gold Standard for Evaluation of Text Simplification Output,2015,11,"easy-to-read texts, gold standard, audit, text simplification output"
Proceedings of the {ACL}-{IJCNLP} 2015 Student Research Workshop,2015,0,"acl-ijcnlp 2015, student research workshop"
Unsupervised Learning and Modeling of Knowledge and Intent for Spoken Dialogue Systems,2015,2,"unsupervised manner, modeling of knowledge, if, spoken dialogue systems"
Leveraging Compounds to Improve Noun Phrase Translation from {C}hinese and {G}erman,2015,10,"forms, noun phrase analysis, pinyin, german"
Learning Representations for Text-level Discourse Parsing,2015,3,"learning syntax, text-level discourse parsing"
Transition-based Dependency {DAG} Parsing Using Dynamic Oracles,2015,8,"knowledge-rich dependency, amr parsing, generic oracles"
Disease Event Detection based on Deep Modality Analysis,2015,8,"disease event, synth, deep modality analysis"
Evaluation Dataset and System for {J}apanese Lexical Simplification,2015,19,"evaluation dataset, aid, english lexical simplification"
Learning to Map Dependency Parses to {A}bstract {M}eaning {R}epresentations,2015,5,"copying, dependency parses, concrete concept meaning"
Proceedings of the 2015 Conference of the North {A}merican Chapter of the Association for Computational Linguistics: Student Research Workshop,2015,0,"2018 conference, north american chapter, computational linguistics association, student research workshop"
Cache-Augmented Latent Topic Language Models for Speech Retrieval,2015,0,"code-mixed topic-based aspect clusters, speech mt"
Reliable Lexical Simplification for Non-Native Speakers,2015,26,"lexical simplifier, non-native readers"
Analyzing Newspaper Crime Reports for Identification of Safe Transit Paths,2015,8,"newspaper crime reports, audit, safe transit paths"
Relation extraction pattern ranking using word similarity,2015,1,"relation learning, pattern ranking, mixed word"
Towards a Better Semantic Role Labeling of Complex Predicates,2015,4,"semantic role label, predicates"
Exploring Relational Features and Learning under Distant Supervision for Information Extraction Tasks,2015,0,"dependency features, learning with noise, text generation task"
Entity/Event-Level Sentiment Detection and Inference,2015,3,"age, document-level sentiment, learners"
Initial Steps for Building a Lexicon of Adjectives with Scalemates,2015,0,"lexica, adjectives, plome"
A Preliminary Evaluation of the Impact of Syntactic Structure in Semantic Textual Similarity and Semantic Relatedness Tasks,2015,1,"initial study, zoom, syntactic frames, semantic textual similarity, semantic relatedness tasks"
Benchmarking Machine Translated Sentiment Analysis for {A}rabic Tweets,2015,18,"visual scene analysis, troll tweets, benchmarking"
Learning Kernels for Semantic Clustering: A Deep Approach,2015,3,"graph kernels, semantic indexing, deep web"
Narrowing the Loop: Integration of Resources and Linguistic Dataset Development with Interactive Machine Learning,2015,4,"information cascades, linguistic data mining, active machine learning"
Relation Extraction from Community Generated Question-Answer Pairs,2015,10,"relation learning, trivia-style question-answer pairs"
Detecting Translation Direction: A Cross-Domain Study,2015,5,"translationese, cross-domain study"
Improving the Translation of Discourse Markers for {C}hinese into {E}nglish,2015,8,"bilingual, discourse markers, pinyin, latin"
Discourse and Document-level Information for Evaluating Language Output Tasks,2015,5,"prose, document-level information, natural language tasks"
Speeding Document Annotation with Topic Models,2015,0,"pdf annotation, topic model"
Lifelong Machine Learning for Topic Modeling and Beyond,2015,5,"lifelong machine learning, topic modeling"
Semantics-based Graph Approach to Complex Question-Answering,2015,2,"semantics-based, self question-answering"
Recognizing Textual Entailment using Dependency Analysis and Machine Learning,2015,7,"neural entailment, dependency analysis, machine learning"
Bilingual lexicon extraction for a distant language pair using a small parallel corpus,2015,6,"bilingual lexica, range, farness, large tagged corpus"
Morphological Paradigms: Computational Structure and Unsupervised Learning,2015,4,"contextual grammars, computational study, unsupervised manner"
Computational Exploration to Linguistic Structures of Future: Classification and Categorization,2015,2,"computational poetry, linguistic models, future, classification, categorization"
How to teach machine translation post-editing? Experiences from a post-editing course,2015,16,"machine translation, post-editing, post-editing course"
Quality assessment of postedited versus translated wildlife documentary films: a three-level approach,2015,3,"fair evaluation, hintedbt, translate, wildlife documentary films, two-pass approach"
The impact of machine translation error types on post-editing effort indicators,2015,24,"machine translation, error tags, post-editing patterns"
Living on the edge: productivity gain thresholds in machine translation evaluation metrics,2015,12,"machine translation, evaluation metrics, entropy thresholds"
Domain adaptation for social localisation-based {SMT}: a case study using the Trommons platform,2015,0,"domain adaptive, social localisation-based smt, semcor"
"Full-text patent translation at {WIPO}; scalability, quality and usability",2015,0,"on-line patent translation, world intellectual property organization, scalable, quality, usability"
Initiatives of the {J}apan Patent Office,2015,0,"risks, japan patent office"
Improving translator productivity with {MT}: a patent translation case study,2015,0,"blind translator, mt, patent translation case study"
Response-based learning for patent translation,2015,0,"case-based learning, patent texts"
Promoting science and technology exchange using machine translation,2015,0,"health, art, machine translation"
Simplify sentence structure for improving human post-editing efficiency on {C}hinese-to-{E}nglish patent machine translation,2015,0,"sentence diagrams, post-editing efficiency, japanese-to-english patent translation system"
Enhancing function word translation with syntax-based statistical post-editing,2015,0,"function word generation, syntax-based statistical post-editing"
A hybrid system for {C}hinese-{E}nglish patent machine translation,2015,4,"rc systems, chinese-english patent machine translation"
Collecting bilingual technical terms from patent families of character-segmented {C}hinese sentences and morpheme-segmented {J}apanese sentences,2015,0,"bilingual technical terms, patent texts, character-segmented chinese sentences, morpheme-segmented japanese sentences"
Resampling approach for instance-based domain adaptation from patent domain to newspaper domain in statistical machine translation,2015,1,"resampling, example-driven, patent domain, art domain, statistic machine translation"
Towards cross-lingual patent wikification,2015,2,"bi-lingual, 1, wiki"
Unsupervised comparable corpora preparation and exploration for bi-lingual translation equivalents,2015,4,"unsupervised entity linking, cross-lingual reverse dictionary, layout, range"
Applying cross-entropy difference for selecting parallel training data from publicly available sources for conversational machine translation,2015,10,"cross-entropy difference, parallel training data, available sources, conversational speech translation"
Source discriminative word lexicon for translation disambiguation,2015,8,"discriminative lexical, word disambiguation"
Phrase-level estimation for machine translation,2015,0,"phrase-level estimation, machine translation"
Improving continuous space language models auxiliary features,2015,0,"continuous translation models, new features"
Multifeature modular deep neural network acoustic models,2015,2,"multifeature, deep markov neural network, glide model"
Using language adaptive deep neural networks for improved multilingual speech recognition,2015,26,"contemporary deep neural networks, monolingual translation memory"
Punctuation insertion for real-time spoken language translation,2015,0,"punctuation, near real-time speech translation"
Class-based N-gram language difference models for data selection,2015,13,"class-based n-gram, bilingual topic models, data shift"
Morphology-aware alignments for translation to and from a synthetic language,2015,5,"morphology, hubs, bilingual, formal language"
An open-source toolkit for word-level confidence estimation in machine translation,2015,13,"open-source tools, word-level confidence estimation, machine translation"
Improving translation of emphasis with pause prediction in speech-to-speech translation systems,2015,6,"bilingual, limit, pause, speech-to-text translation systems"
Evaluation and revision of a speech translation system for healthcare,2015,0,"speech translation system, hotel"
Learning segmentations that balance latency versus quality in spoken language translation,2015,11,"segmentation, latency, quality, placeholder translation"
Development of a {F}ilipino-to-{E}nglish bidirectional statistical machine translation system that dynamically updates via user feedback,2015,5,"english-to-czech, bidirectional machine translation system, user feedback"
Parser self-training for syntax-based machine translation,2015,1,"parser, self-training, syntax-based machine translation"
Risk-aware distribution of {SMT} outputs for translation of documents targeting many anonymous readers,2015,0,"risk-aware distribution, nmt output, bilingual, papers, blog posts"
Inducing bilingual lexicons from small quantities of sentence-aligned phonemic transcriptions,2015,0,"bilingual lexicons, large number, sentence-aligned phonemic transcriptions"
Improving {SMT} by model filtering and phrase embedding,2015,0,"statistical mt (machine translation), rule filtering, phrase embedding"
The {IWSLT} 2015 Evaluation Campaign,2015,104,iwslt 2010 campaign
The {RWTH} {A}achen machine translation system for {IWSLT} 2015,2015,0,"rwth aachen speech recognition, iwpt 2013"
The {MITLL}-{AFRL} {IWSLT} 2015 {MT} system,2015,1,"afrl-mitll, iwpt 2013, mt system"
The {E}dinburgh machine translation systems for {IWSLT} 2015,2015,8,"pars translation systems, iwpt 2013"
The {MLLP} {ASR} systems for {IWSLT} 2015,2015,5,"mnlp, asr systems, iwpt 2013"
The Heidelberg University {E}nglish-{G}erman translation system for {IWSLT} 2015,2015,6,"heidelberg university, chinese-english bilingual text, iwpt 2013"
The {LIUM} {ASR} and {SLT} systems for {IWSLT} 2015,2015,2,"hmeae, ips system, iwpt 2013"
The {UMD} machine translation systems at {IWSLT} 2015,2015,3,"umd machine translation systems, iwpt 2013"
The {KIT} translation systems for {IWSLT} 2015,2015,18,"es translation system, iwpt 2013"
The 2015 {KIT} {IWSLT} speech-to-text systems for {E}nglish and {G}erman,2015,5,"2018, i18n, data-to-text systems, latin, german"
{S}tanford neural machine translation systems for spoken language domains,2015,337,"nyu, neural machine translation system, spoken language system"
The {E}nglish-{V}ietnamese machine translation system for {IWSLT} 2015,2015,0,"english-romanian machine translation system, iwpt 2013"
The {IOIT} {E}nglish {ASR} system for {IWSLT} 2015,2015,1,"english asr system, iwpt 2013"
The 12{R} {ASR} system for {IWSLT} 2015,2015,0,"asr system, iwpt 2013"
The {JAIST}-{UET}-{MITI} machine translation systems for {IWSLT} 2015,2015,2,"iti-upv machine translation system, iwpt 2013"
{PJAIT} systems for the {IWSLT} 2015 evaluation campaign enhanced by comparable corpora,2015,7,"vizitex, iwslt 2010 campaign, comparable corpora"
The {NAIST} {E}nglish speech recognition system for {IWSLT} 2015,2015,4,"arabic writing systems, iwpt 2013"
Improvement of word alignment models for {V}ietnamese-to-{E}nglish translation,2015,1,"word alignment model, hindi-to-tamil translation"
Proceedings of the 10th {B}razilian Symposium in Information and Human Language Technology,2015,0,"9th brazilian symposium, multimedia, human language technology"
{JCL}ext: A {J}ava Tool for Compiling Finite-State Transducers from Full-Form Lexicons,2015,0,"jclext, java tool, organize, finite-state transducer, lexicon schemas"
7x1-{PT}: um Corpus extra{\'\i}do do {T}witter para An{\'a}lise de Sentimentos em L{\'\i}ngua Portuguesa (7x1-{PT}: a Corpus extracted from {T}witter for Sentiment Analysis in {P}ortuguese Language),2015,4,"7x1-pt, pod, twitter, link analysis, portuguese language"
Comparative Analysis between Notations to Classify Named Entities using Conditional Random Fields,2015,2,"comparative study, notations, scan, named entities, conditional random fields"
Do Extrator de Conhecimento Coletivo {\`a} {\'A}gora Virtual: desenvolvendo uma ferramenta para democracia participativa (From Collective Knowledge Extractor to Virtual Agora: Developing a tool for Participatory Democracy),2015,0,"conhecimento, agora virtual, democracia participativa, information extractor, participatory democracy, tool for participatory democracy"
Um novo corpo e os seus desafios (A new corpus and the challenges it offers),2015,1,"novo corpo, show"
An{\'a}lise Autom{\'a}tica de Coer{\^e}ncia Textual em Resumos Cient{\'\i}ficos: Avaliando Quebras de Linearidade (Automatic Analysis of Textual Coherence in Scientific Abstracts: Evaluating Linearity Breaks),2015,0,"th'eorie sens-texte, coer^encia textual, resumos cient'ificos, acoplamento, automatic mapping, text coherence, english abstracts, linearity"
Anota{\c{c}}{\~a}o de corpus com a {O}pen{W}ord{N}et-{PT}: um exerc{\'\i}cio de desambigua{\c{c}}{\~a}o (Sense annotation with {O}pen{W}ord{N}et-{PT}: an exercise of word sense disambiguation),2015,1,"pod, openwordnet-pt, word sense ambiguation, sense annotation"
Integrating support verb constructions into a parser,2015,5,"compound verb groups, parser"
Extra{\c{c}}{\~a}o de Alvos em Coment{\'a}rios de Not{\'\i}cias em Portugu{\^e}s baseada na Teoria da Centraliza{\c{c}}{\~a}o (Target Extraction in News Reviews in {P}ortuguese based on Centering Theory),2015,1,"alvos (targets), comentários de notícias (news reviews), português (portuguese), teoria da centralização (centering theory)"
Portal {M}in@s: Uma Ferramenta Geral de Apoio ao Processamento de C{\'o}rpus de Prop{\'o}sito Geral (Portal {M}in@s: A General Purpose Support Tool for Corpora Processing),2015,0,"portal min@s, gerador de ferramentas, processamento de c'orpus de prop'osito geral, general-purpose toolbox, corpora texts"
{P}rep{N}et.{B}r: a Semantic Network for Prepositions,2015,1,"prepnet.br, semanticz, prepositions"
Joint semantic discourse models for automatic multi-document summarization,2015,5,"joint textual modeling, multi-document summaries"
Building and Applying Profiles Through Term Extraction,2015,5,"hotel, animating, term analysis"
An Annotated Corpus for Sentiment Analysis in Political News,2015,6,"annotated corpus, link analysis, news field"
Campos Aleat{\'o}rios Condicionais Aplicados {\`a} Detec{\c{c}}{\~a}o de Estrutura Ret{\'o}rica em Resumos de Textos Acad{\^e}micos em Portugu{\^e}s (Conditional Random Fields Applied to Rhetorical Structure Detection in Academic Abstracts in {P}ortuguese),2015,1,"campos aleat'orios condicionais (conditional random fields), teoria da centralização (centering theory), resumos científicos (scientific abstracts), português (portuguese)"
