Title,Year,citations,Scientific Entity Disambigious,FICE Score
The {``}News Web Easy{''} news service as a resource for teaching and learning {J}apanese: An assessment of the comprehension difficulty of {J}apanese sentence-end expressions,2015.0,0,"""news web easy"" news service, health, learning music, audit, language tests, sentence-end expressions",0.29728765587233263
Grammatical Error Correction Considering Multi-word Expressions,2015.0,1,"spelling error detection, multi-word expression",0.24615829991015548
Salinlahi {III}: An Intelligent Tutoring System for {F}ilipino Heritage Language Learners,2015.0,0,"salinlahi iii, tutoring systems, german language learners",9.71189304596054e-05
Using Finite State Transducers for Helping Foreign Language Learning,2015.0,1,"finite state transducers, english language",0.656948573040762
{C}hinese Grammatical Error Diagnosis Using Ensemble Learning,2015.0,18,"chinese grammatical error, range, ensemble learning",0.6748894024583528
Condition Random Fields-based Grammatical Error Detection for {C}hinese as Second Language,2015.0,7,"condition random fields, spelling error detection, chinese as second language",0.05457431098244803
Improving {C}hinese Grammatical Error Correction with Corpus Augmentation and Hierarchical Phrase-based Statistical Machine Translation,2015.0,7,"chinese grammatical error, corpus augmentation, phrase-based machine translation systems",0.6748894024583528
{C}hinese Grammatical Error Diagnosis System Based on Hybrid Model,2015.0,6,"chinese grammatical error, hybrid model",0.6748894024583528
Proceedings of the Workshop on Noisy User-generated Text,2015.0,0,workshop on noisy user-generated text,0.11521313193950955
Minority Language {T}witter: Part-of-Speech Tagging and Analysis of {I}rish Tweets,2015.0,26,"twitter language, part-of-speech tagged, test, troll tweets",0.5086198238414527
Challenges of studying and processing dialects in social media,2015.0,47,"sex, api, dialect, social media",0.781441929807855
Toward Tweets Normalization Using Maximum Entropy,2015.0,12,"tweets, normalization, entropy rate",0.3232033885559176
Five Shades of Noise: Analyzing Machine Translation Errors in User-Generated Text,2015.0,10,"noise, keyboard layout errors, user-generated text",0.00422344275617971
A Normalizer for {UGC} in {B}razilian {P}ortuguese,2015.0,8,"humanizing, ugc, brazilian portuguese",0.5516831301313282
{USFD}: {T}witter {NER} with Drift Compensation and Linked Data,2015.0,12,"usf, twitter ner, shape bias, web data",0.5418020738425354
{NRC}: Infused Phrase Vectors for Named Entity Recognition in {T}witter,2015.0,10,"upc, phraseout, recognizing entity, twitter",0.35486210310218136
{IITP}: Multiobjective Differential Evolution based {T}witter Named Entity Recognition,2015.0,8,"iitp, multiobjective optimization, twitter, recognizing entity",0.7709227406567015
Data Adaptation for Named Entity Recognition on Tweets with Features-Rich {CRF},2015.0,2,"data variance, recognizing entity, tweets, features-rich crf",0.8460778155250359
{H}allym: Named Entity Recognition on {T}witter with Word Representation,2015.0,6,"hbert, recognizing entity, twitter, word types",0.5069183239726648
{IHS}{\_}{RD}: Lexical Normalization for {E}nglish Tweets,2015.0,13,"ihs_rd, lexical polarity, english tweets",0.44432938267163874
{B}ekli:A Simple Approach to {T}witter Text Normalization.,2015.0,14,"bekli, social text normalization",0.0
{NCSU}-{SAS}-Ning: Candidate Generation and Feature Engineering for Supervised Lexical Normalization,2015.0,24,"uit-hse, state generation, feature-engineering, lexical weighting",0.6482997360117178
{DCU}-{ADAPT}: Learning Edit Operations for Microblog Normalisation with the Generalised Perceptron,2015.0,4,"dcu-adapt, edit scripts, microblog normalization, structured perceptron",1.0450816478879688e-07
{LYSGROUP}: Adapting a {S}panish microtext normalization system to {E}nglish.,2015.0,8,"semspace, spanish microtext normalization, latin",0.4321428837977779
{IITP}: Hybrid Approach for Text Normalization in {T}witter,2015.0,15,"iitp, hybrid approach, text normalization, twitter",0.6726163161048135
{NCSU}{\_}{SAS}{\_}{WOOKHEE}: A Deep Contextual Long-Short Term Memory Model for Text Normalization,2015.0,24,"deep contextual long-short term memory model, text normalization, cia_nitt",0.7441147928029281
{USZEGED}: Correction Type-sensitive Normalization of {E}nglish Tweets Using Efficiently Indexed n-gram Statistics,2015.0,8,"uszeged, correction type-sensitive normalization, english tweets, large corpus n-gram statistics",0.8886587644246259
Shared Tasks of the 2015 Workshop on Noisy User-generated Text: {T}witter Lexical Normalization and Named Entity Recognition,2015.0,152,"workshop on noisy user-generated text, shared task, lexical polarity, recognizing entity",0.2876630914905642
Enhancing Named Entity Recognition in {T}witter Messages Using Entity Linking,2015.0,31,"recognizing entity, twitter post, node linking",0.6769593320086096
Improving {T}witter Named Entity Recognition using Word Representations,2015.0,14,"twitter, recognizing entity, word types",0.5069183239726648
Multimedia Lab @ {ACL} {WNUT} {NER} Shared Task: Named Entity Recognition for {T}witter Microposts using Distributed Word Representations,2015.0,175,"class library, qalb shared task, recognizing entity, twitter bios, distributed word models",0.25044279378769674
{NCSU}{\_}{SAS}{\_}{SAM}: Deep Encoding and Reconstruction for Normalization of Noisy Text,2015.0,15,"cia_nitt, deepl, layout, normalization, noisy sms",0.6089291489786569
Learning finite state word representations for unsupervised {T}witter adaptation of {POS} taggers,2015.0,0,"sparse word representations, unsupervised lexicon, pos tagger",0.6520016686154547
Towards {POS} Tagging for {A}rabic Tweets,2015.0,2,"pos tagging, troll tweets",0.8882592867484775
Proceedings of the 4th Workshop on Linked Data in Linguistics: Resources and Applications,2015.0,0,"3rd workshop, web data, biology, resources, art",0.49605408872735024
From {DB}pedia and {W}ord{N}et hierarchies to {L}inked{I}n and {T}witter,2015.0,1,"dbpedia, topic hierarchies, linkedin, twitter",0.2379050928031431
A Linked Data Model for Multimodal Sentiment and Emotion Analysis,2015.0,9,"linked data graph, bimodal sentiment analysis, affect analysis",0.046045485640782036
Seeing is Correcting: curating lexical resources using social interfaces,2015.0,7,"curating, lexical access, social behavior",0.48737628638825226
Sar-graphs: A Linked Linguistic Knowledge Resource Connecting Facts with Language,2015.0,5,"c-graphs, deep linguistic databank, lies, language",0.43761882881676806
Reconciling Heterogeneous Descriptions of Language Resources,2015.0,9,"heterogeneous web, language resources",0.5560410040470738
{RDF} Representation of Licenses for Language Resources,2015.0,27,"rdf data, cats, language resources",0.7485278741918135
Linking Four Heterogeneous Language Resources as Linked Data,2015.0,6,"heterogeneous languages, web data",0.5418020738425354
{EVAL}ution 1.0: an Evolving Semantic Dataset for Training and Evaluation of Distributional Semantic Models,2015.0,71,"termopl, novel dataset, test, audit, distributional semantic models",0.2529995839176344
Linguistic Linked Data in {C}hinese: The Case of {C}hinese {W}ordnet,2015.0,5,"linguistic linked data, pinyin, chinese wordnet",0.0533847370349413
Proceedings of the Fourth Workshop on Hybrid Approaches to Translation ({H}y{T}ra),2015.0,0,"sixth workshop, hybrid approaches, bilingual, hytra",0.3809124439337718
Bootstrapping a hybrid deep {MT} system,2015.0,5,"bootstrapping, hybrid mt system",0.015116935552576205
Multi-system machine translation using online {API}s for {E}nglish-{L}atvian,2015.0,5,"multi-system machine translation, apis, latin, greek",0.11166013011033368
What a Transfer-Based System Brings to the Combination with {PBMT},2015.0,6,"level-based system, coil, phrase-based mt (machine translation)",0.24597262023873603
Establishing sentential structure via realignments from small parallel corpora,2015.0,0,"sentential amr, realignment, large parallel corpora",0.43693533724499767
Passive and Pervasive Use of Bilingual Dictionary in Statistical Machine Translation,2015.0,4,"bilingual dictionary, statistic machine translation",0.11866528699219092
Automated Simultaneous Interpretation: Hints of a Cognitive Framework for Machine Translation,2015.0,0,"dual interpretation, cognitive view, machine translation",0.3500672285645435
A fuzzier approach to machine translation evaluation: A pilot study on post-editing productivity and automated metrics in commercial settings,2015.0,10,"common basis, machine translation, pilot study, post-editor productivity, automatic metrics, photo albums",0.43451115722194183
A Methodology for Bilingual Lexicon Extraction from Comparable Corpora,2015.0,1,"methodology, bilingual lexica, comparable corpora",0.3402934810035543
Ongoing Study for Enhancing {C}hinese-{S}panish Translation with Morphology Strategies,2015.0,2,"spanish-basque translation, morphology, jaw",0.3832239339511959
{B}aidu Translate: Research and Products,2015.0,9,"baidu, health, maps",0.3340608724157619
On Improving the Human Translation Process by Using {MT} Technologies under a Cognitive Framework,2015.0,0,"process of translation, mt solutions, cognitive view",0.10051976283822497
Towards a shared task for shallow semantics-based translation (in an industrial setting),2015.0,0,"shared task, syntax-directed translator, industry scale",1.6167676309963852e-06
Proceedings of the 3rd Workshop on Continuous Vector Space Models and their Compositionality,2015.0,0,"3rd workshop, emotive vector space models, compositionality",0.6990337358153408
Learning Embeddings for Transitive Verb Disambiguation by Implicit Tensor Factorization,2015.0,11,"embeddings, verb disambiguation, tensor factorization",0.41875634299200704
Recursive Neural Networks Can Learn Logical Semantics,2015.0,104,"recursive neural network, prior semantics",1.1626667994368844e-05
Concept Extensions as the Basis for Vector-Space Semantics: Combining Distributional and Ontological Information about Entities,2015.0,0,"conceptors, vector-space semantics, scientific data, ontological ascent, entities",0.41300366519927495
Joint Semantic Relevance Learning with Text Data and Graph Knowledge,2015.0,26,"joint textual modeling, raw text, graph knowledge",0.6517038004418536
Exploring the effect of semantic similarity for Phrase-based Machine Translation,2015.0,0,"semantic loss, word-level machine translation",0.44412928186658107
Incremental Adaptation Strategies for Neural Network Language Models,2015.0,16,"incremental adaptation, neural language model",0.0
Observed versus latent features for knowledge base and text inference,2015.0,294,"gloss overlaps, latent, knowledge base, text inference",0.27807784496234234
Proceedings of the Fifth Named Entity Workshop,2015.0,0,sixth named entity workshop,0.0
Whitepaper of {NEWS} 2015 Shared Task on Machine Transliteration,2015.0,7,"news 2016 shared task, machine transliteration",0.004035811683115398
Report of {NEWS} 2015 Machine Transliteration Shared Task,2015.0,4,"machine transliteration shared task, cut, news",0.18124640494289176
How do you spell that? A journey through word representations,2015.0,0,"word types, agency, lie",0.5776659228229525
Boosting Named Entity Recognition with Neural Character Embeddings,2015.0,283,"recognizing entity, neural word embeddings",0.21883348701518124
Regularity and Flexibility in {E}nglish-{C}hinese Name Transliteration,2015.0,0,"centrality, bias, to-korean transliteration",0.41737497882524643
{HAREM} and Klue: how to put two tagsets for named entities annotation together,2015.0,2,"harem, klue, tagset, entities: annotation",0.2253135672009451
Semi-supervised Learning for {V}ietnamese Named Entity Recognition using Online Conditional Random Fields,2015.0,3,"un-supervised learning, chinese named entity, condition random fields",0.1915013462504946
Boosting {E}nglish-{C}hinese Machine Transliteration via High Quality Alignment and Multilingual Resources,2015.0,7,"english-chinese transliteration, low data vqa, multilingual sources",0.009892923612052632
Neural Network Transduction Models in Transliteration Generation,2015.0,23,"neural network, transduction models, transliteration model",0.16536505617059885
A Hybrid Transliteration Model for {C}hinese/{E}nglish Named Entities {---}{BJTU}-{NLP} Report for the 5th Named Entities Workshop,2015.0,4,"ne transliteration tool, chinese/english named entities, gwu-hasp, 5th named entities workshop",0.05347403604657696
Multiple System Combination for Transliteration,2015.0,15,"multiple system, coil, transliteration",0.17742190263352786
Data representation methods and use of mined corpora for {I}ndian language transliteration,2015.0,10,"data mining methods, ud corpora, transliteration",0.17111066018775803
{NCU} {IISR} {E}nglish-{K}orean and {E}nglish-{C}hinese Named Entity Transliteration Using Different Grapheme Segmentation Approaches,2015.0,4,"ncrf, thai-english, named entity transliteration, source graphemes",0.5294059066666403
"Proceedings of the 9th {SIGHUM} Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities ({L}a{T}e{CH})",2015.0,0,"paclic 27 workshop, language technology, cultural heritage, social sciences, humanities, latech",0.35719543902530737
Catching the Red Priest: Using Historical Editions of Encyclopaedia Britannica to Track the Evolution of Reputations,2015.0,0,"star mt, historical texts, encyclopaedia britannica, evolution of reputations",0.6983676985229059
Five Centuries of Monarchy in {K}orea: Mining the Text of the Annals of the {J}oseon Dynasty,2015.0,3,"scope, korea, text mining, annals of the joseon dynasty",0.3420083931113034
Analyzing Sentiment in Classical {C}hinese Poetry,2015.0,11,"i, classical chinese poems",1.058232907413803e-06
Measuring the Structural and Conceptual Similarity of Folktales using Plot Graphs,2015.0,2,"structural traits, conceptions, folktales, word graphs",0.132478174049771
Towards Annotating Narrative Segments,2015.0,5,annotating causality,1.7004062371483997e-06
Ranking Relevant Verb Phrases Extracted from Historical Text,2015.0,2,"rank, relevant verb phrases, thai text",0.35235406018794047
Ranking election issues through the lens of social media,2015.0,1,"policy issues, social media, rank",0.058231094724370665
Word Embeddings Pointing the Way for Late Antiquity,2015.0,10,"word embeddings, late antiquity",0.8235771087917115
Enriching Interlinear Text using Automatically Constructed Annotators,2015.0,5,"interlinear text, many annotators",0.38414592395374747
Automatic interlinear glossing as two-level sequence classification,2015.0,5,"interlinear glossing, two-level sequence classification",0.0
"Enriching Digitized Medieval Manuscripts: Linking Image, Text and Lexical Knowledge",2015.0,0,"digitized medieval manuscripts, 3d, text, lexical cues",0.5367742618568716
A preliminary study on similarity-preserving digital book identifiers,2015.0,0,"initial study, index-preserving, identifiers",0.09486751835669438
When Translation Requires Interpretation: Collaborative Computer{--}Assisted Translation of Ancient Texts,2015.0,1,"bilingual, imagery, computer-aided translation, ancient texts",0.27700498655201866
Integrating Query Performance Prediction in Term Scoring for Diachronic Thesaurus,2015.0,2,"query segmentation, my term, diachronic thesaurus",0.0206561533758568
{M}inoan linguistic resources: The {L}inear {A} Digital Corpus,2015.0,1,"minoan linguistic resources, media res",0.42216535765350116
Lexicon-assisted tagging and lemmatization in {L}atin: A comparison of six taggers and two lemmatization methods,2015.0,17,"lexicon-driven parsing, lemmatizing, latin, taggers, lemmatization tools",0.16884817998727042
Proceedings of the {ACL} 2015 Workshop on Novel Computational Approaches to Keyphrase Extraction,2015.0,0,"acl workshop, computational model, keyphrase extraction",0.29191685530962014
"Keywords, phrases, clauses and sentences: topicality, indicativeness and informativeness at scales",2015.0,2,"tag : scientific concept, 生成, basis, nut, topically, givenness, informativeness, in",0.21292531337817378
Technical Term Extraction Using Measures of Neology,2015.0,1,"similar term discovery, neology",0.0
Counting What Counts: Decompounding for Keyphrase Extraction,2015.0,2,"decompose, keyphrase extraction",0.8052885756836208
The Web as an Implicit Training Set: Application to Noun Compounds Syntax and Semantics,2015.0,0,"the web, implicit training set, flow, noun compound types, logic",0.02355750787723749
Reducing Over-generation Errors for Automatic Keyphrase Extraction using Integer Linear Programming,2015.0,13,"digitization errors, arabic keyphrase extraction, linear programming",0.07385633871578723
{T}witt{D}ict: Extracting Social Oriented Keyphrase Semantics from {T}witter,2015.0,4,"tweetsum, paraphrase retrieval task, twitter",0.6243711627979989
Identification and Classification of Emotional Key Phrases from Psychological Texts,2015.0,0,"sentiment word, economic texts",0.7896060540310467
Proceedings of the 1st Workshop on Semantics-Driven Statistical Machine Translation ({S}2{MT} 2015),2015.0,0,"zoom, semantics-based machine translation, s2mt 2015",0.024259242109549217
Round trips with meaning stopovers,2015.0,0,"round trips, meaning stopovers",0.0
Conceptual Annotations Preserve Structure Across Translations: A {F}rench-{E}nglish Case Study,2015.0,21,"concept annotation, forms, translate, english-irish case study",0.12891373516844704
Integrating Case Frame into {J}apanese to {C}hinese Hierarchical Phrase-based Translation Model,2015.0,0,"case frame, japan, pinyin, phrase-based translation",0.07816215983971621
A Discriminative Model for Semantics-to-String Translation,2015.0,6,"discriminative model, dependency-to-string model",0.2281435359406333
Proceedings of the Eighth Workshop on Building and Using Comparable Corpora,2015.0,0,"sixth workshop, building and using comparable corpora",8.00754795804437e-10
Augmented Comparative Corpora and Monitoring Corpus in {C}hinese: {LIVAC} and Sketch Search Engine Compared,2015.0,1,"textual corpora, filtering corpus, pinyin, asap, item search engine",0.16656190067330717
A Factory of Comparable Corpora from {W}ikipedia,2015.0,25,"zoom, comparable corpora, wikipedia",0.2599761496230192
Knowledge-lean projection of coreference chains across languages,2015.0,20,"knowledge-lean projection, coreference chains, languages",0.34261672466723925
Projective methods for mining missing translations in {DB}pedia,2015.0,1,"projective methods, mining text, dbpedia",0.09339149959731341
Attempting to Bypass Alignment from Comparable Corpora via Pivot Language,2015.0,7,"local alignment, comparable corpora, online pivot",0.5173051297322953
Application of a Corpus to Identify Gaps between {E}nglish Learners and Native Speakers,2015.0,1,"pod, adult grammar, native words",0.5378814316065231
A Generative Model for Extracting Parallel Fragments from Comparable Documents,2015.0,2,"generative model, coherent scenes, similar citations",0.1998617503046427
Evaluating Features for Identifying {J}apanese-{C}hinese Bilingual Synonymous Technical Terms from Patent Families,2015.0,0,"task, jaw, hindi-english bilingual, bilingual technical terms, patent texts",0.17401883105778587
Extracting Bilingual Lexica from Comparable Corpora Using Self-Organizing Maps,2015.0,1,"bilingual lexica, comparable corpora, self-organizing map",0.189667999946298
Obtaining {SMT} dictionaries for related languages,2015.0,1,"e-dictionaries, similar language",0.6632376424444615
{BUCC} Shared Task: Cross-Language Document Similarity,2015.0,11,"bucc shared task, cross-language document similarity",0.2722052231457722
{AUT} Document Alignment Framework for {BUCC} Workshop Shared Task,2015.0,8,"representation framework, bucc shared task",0.2722052231457722
{LINA}: Identifying Comparable Documents from {W}ikipedia,2015.0,12,"tex, similar citations, wikipedia",0.05259632071371223
Proceedings of the Grammar Engineering Across Frameworks ({GEAF}) 2015 Workshop,2015.0,0,grammar engineering across frameworks (geaf) 2015 workshop,0.0
Grammar Engineering for a Customer: a Case Study with Five Languages,2015.0,4,"grammar engineering, users, case study, two languages",0.30492936467820575
Building an {HPSG}-based {I}ndonesian Resource Grammar ({INDRA}),2015.0,9,"hpg, indonesian resource grammar (indra)",0.3536919559088614
An {HPSG}-based Shared-Grammar for the {C}hinese Languages: {ZHONG} [|],2015.0,9,"hpg, shared-grammar, chinese language, zhong",0.42334031450177356
Parsing {C}hinese with a Generalized Categorial Grammar,2015.0,1,"pinyin, categorial grammar",0.0
Orthography Engineering in Grammatical Framework,2015.0,3,"orthography engineering, grammatical view",0.2817481975068523
A Cloud-Based Editor for Multilingual Grammars,2015.0,1,"cloud-based editor, multilingual grammars",0.0
Formalising the {S}wedish Constructicon in Grammatical Framework,2015.0,5,"swedish mt experiment, grammatical view",0.2817481975068523
Representing Honorifics via Individual Constraints,2015.0,2,"honorifics, voting constraints",0.0
Resumption and Extraction in an Implemented {HPSG} of {H}ausa,2015.0,7,"resumption, range, hpg, hausa",0.2806587624273522
Proceedings of the Second Workshop on {A}rabic Natural Language Processing,2015.0,0,"sixth workshop, dutch natural language inference",0.8193373600055357
Classifying {A}rab Names Geographically,2015.0,2,"arab names, aims",0.0022762639245169636
Deep Learning Models for Sentiment Analysis in {A}rabic,2015.0,77,"open learner model, link analysis, iraqi",0.6850557357995294
A Light Lexicon-based Mobile Application for Sentiment Mining of {A}rabic Tweets,2015.0,24,"nlp-based scripting, it strategy, troll tweets",0.8882592867484775
The Second {QALB} Shared Task on Automatic Text Correction for {A}rabic,2015.0,24,"qalb shared task, automatic texturing, iraqi",0.297143014338065
Natural Language Processing for Dialectical {A}rabic: A Survey,2015.0,45,"natural language processing, dialectical arabic, test",0.5754362364815688
{DIWAN}: A Dialectal Word Annotation Tool for {A}rabic,2015.0,20,"pada, linguistic annotation tools, iraqi",0.0
{POS}-tagging of {T}unisian Dialect Using {S}tandard {A}rabic Resources and Tools,2015.0,13,"pos-tag, saudi dialect, arabic language resource, maps",0.5476816629431974
A Conventional Orthography for {A}lgerian {A}rabic,2015.0,51,"conventional orthography, iraqi arabic",0.0
A Pilot Study on {A}rabic Multi-Genre Corpus Diacritization,2015.0,16,"pilot study, arabic multi-genre corpus, diacritizer",0.4696286903082174
Annotating Targets of Opinions in {A}rabic using Crowdsourcing,2015.0,18,"targets of opinions, iraqi, crowdsourcing",0.6031271988045133
Best Practices for Crowdsourcing Dialectal {A}rabic Speech Transcription,2015.0,7,"crowdsourcing, dialectal arabic, transcription",0.35383286490891597
Joint {A}rabic Segmentation and Part-Of-Speech Tagging,2015.0,3,"arabic-segmentation, part-of-speech tagged",0.0
Multi-Reference Evaluation for Dialectal Speech Recognition System: A Study for {E}gyptian {ASR},2015.0,3,"meta-evaluation, dialectal speech recognition system, danish asr (automatic speech recognition)",0.01451769802053219
Arib@{QALB}-2015 Shared Task: A Hybrid Cascade Model for {A}rabic Spelling Error Detection and Correction,2015.0,0,"cmuq@qalb-2014, hybrid cascade model, turkish text correction, tag",0.4483844222273502
{CUFE}@{QALB}-2015 Shared Task: {A}rabic Error Correction System,2015.0,0,"cmuq@qalb-2014, arabic common errors",0.48618673564308057
{GWU}-{HASP}-2015@{QALB}-2015 Shared Task: Priming Spelling Candidates with Probability,2015.0,3,"gwu-hasp, qalb-2015 shared task, spelling features, probability",0.08304181085628876
{QCMUQ}@{QALB}-2015 Shared Task: Combining Character level {MT} and Error-tolerant Finite-State Recognition for {A}rabic Spelling Correction,2015.0,7,"cmuq@qalb-2014, character set, error-tolerant finite-state recognition, turkish text correction",0.0
{QCRI}@{QALB}-2015 Shared Task: Correction of {A}rabic Text for Native and Non-Native Speakers{'} Errors,2015.0,0,"cmuq@qalb-2014, processing of arabic text, native speakers' errors",0.0
{SAHSOH}@{QALB}-2015 Shared Task: A Rule-Based Correction Method of Common {A}rabic Native and Non-Native Speakers{'} Errors,2015.0,0,"cmuq@qalb-2014, rule-based detection, common arabic native and non-native speakers' errors",0.23513376550501353
{TECHLIMED}@{QALB}-Shared Task 2015: a hybrid {A}rabic Error Correction System,2015.0,3,"techlimed@qalb-shared task 2015, arabic common errors",0.48618673564308057
{UMMU}@{QALB}-2015 Shared Task: Character and Word level {SMT} pipeline for Automatic Error Correction of {A}rabic Text,2015.0,0,"cmuq@qalb-2014, character and word-level cnns, online error detection, arabic text",7.706701943277494e-11
Robust Part-of-speech Tagging of {A}rabic Text,2015.0,7,"part-of-speech tagged, arabic text",0.36948089768295855
Answer Selection in {A}rabic Community Question Answering: A Feature-Rich Approach,2015.0,4,"answer choices, web question answering, feature-based method",0.1589605686280391
{EDRAK}: Entity-Centric Data Resource for {A}rabic Knowledge,2015.0,0,"edrak, resources, arabic community",0.3653658992456549
Proceedings of the Eighth {SIGHAN} Workshop on {C}hinese Language Processing,2015.0,0,"9th sighan workshop, taiwan english accent",0.00478473153824277
Sequential Annotation and Chunking of {C}hinese Discourse Structure,2015.0,3,"pair annotation, chunker, macro chinese discourse",0.33442107777229324
Create a Manual {C}hinese Word Segmentation Dataset Using Crowdsourcing Method,2015.0,0,"chinese word segmentation system, crowdsourcing tool",0.20691971457896885
{C}hinese Named Entity Recognition with Graph-based Semi-supervised Learning Model,2015.0,5,"chinese named entity, graph-based semi-supervised model",0.44147343084482793
Sentence selection for automatic scoring of {M}andarin proficiency,2015.0,2,"sentence level, automatic ranking, mandarin speech",0.19586821376649108
{ACB}i{MA}: Advanced {C}hinese Bi-Character Word Morphological Analyzer,2015.0,3,"acbima, chinese bi-character word, morphological analyzer",0.45256244636914367
Introduction to {SIGHAN} 2015 Bake-off for {C}hinese Spelling Check,2015.0,24,"sighan-8 bake-off, chinese spelling check",0.05887057205590962
{HANS}peller++: A Unified Framework for {C}hinese Spelling Correction,2015.0,1,"diac+, unified tool, chinese spelling check",0.45653672134345236
Word Vector/Conditional Random Field-based {C}hinese Spelling Error Detection for {SIGHAN}-2015 Evaluation,2015.0,6,"vectorslu, conditional random field, chinese grammatical error, russiansuperglue",0.659869049857513
Introduction to a Proofreading Tool for {C}hinese Spelling Check Task of {SIGHAN}-8,2015.0,3,"proofreading tool, chinese spelling check, sighan-8",6.415547982308034e-07
Overview of Topic-based {C}hinese Message Polarity Classification in {SIGHAN} 2015,2015.0,2,"topic-based chinese message, polarity association, lat bridge",0.0
A Joint Model for {C}hinese Microblog Sentiment Analysis,2015.0,2,"joint model, sina microblog, link analysis",0.506359621579071
Learning Salient Samples and Distributed Representations for Topic-Based {C}hinese Message Polarity Classification,2015.0,1,"salient terms, dual representation, topic-based chinese message, polarity association",0.40774853359655183
An combined sentiment classification system for {SIGHAN}-8,2015.0,3,"inventory size hypothesis, sighan-8",0.02221378435975241
Linguistic Knowledge-driven Approach to {C}hinese Comparative Elements Extraction,2015.0,1,"data-driven strategies, chinese content scoring",1.8155477121695185e-12
A {CRF} Method of Identifying Prepositional Phrases in {C}hinese Patent Texts,2015.0,1,"dcr method, prepositional phrases, patent texts",0.004331582266500433
Emotion in Code-switching Texts: Corpus Construction and Analysis,2015.0,28,"sad, code-switching texts, corpus building, test",0.42093920504562565
"{C}hinese in the Grammatical Framework: Grammar, Translation, and Other Applications Anonymous",2015.0,4,"pinyin, grammatical view, logic, bilingual, art",0.32284783876927325
{KWB}: An Automated Quick News System for {C}hinese Readers,2015.0,1,"kwb, news personalization system, english users",1.619764747884389e-07
{C}hinese Semantic Role Labeling using High-quality Syntactic Knowledge,2015.0,3,"hebrew semantic role labeling, latent syntactic cues",0.2841780560263464
{C}hinese Spelling Check System Based on N-gram Model,2015.0,14,"chinese spelling checker, n-gram model",0.0007479194776029985
{NTOU} {C}hinese Spelling Check System in Sighan-8 Bake-off,2015.0,3,"chinese writing correction system, sighan-8 bake-off",0.05887057205590962
Topic-Based {C}hinese Message Sentiment Analysis: A Multilayered Analysis System,2015.0,2,"topic-based chinese message, link analysis, multimodal analysis",0.4169016161021051
Rule-Based {W}eibo Messages Sentiment Polarity Classification towards Given Topics,2015.0,2,"rule-based, weibo messages, sentiment polarity, terms lists",5.454450323316706e-05
Topic-Based {C}hinese Message Polarity Classification System at {SIGHAN}8-Task2,2015.0,0,"topic-based chinese message, polarity classification system, sighan-8",1.2831095962395622e-06
{CT}-{SPA}: Text sentiment polarity prediction model using semi-automatically expanded sentiment lexicon,2015.0,1,"ct-spa, sentiment polarity analysis, target-aware sentiment lexicons",0.07064051634867818
{C}hinese Microblogs Sentiment Classification using Maximum Entropy,2015.0,1,"arabic microblogs, it strategy, entropy rate",0.020245142530626307
{NDMSCS}: A Topic-Based {C}hinese Microblog Polarity Classification System,2015.0,0,"cmdmc, topic-based, sina microblog, polarity classification system",0.23750279488329795
{NEUDM}: A System for Topic-Based Message Polarity Classification,2015.0,0,"neudm, topic-based message polarity classification",0.0
Proceedings of the Tenth Workshop on Statistical Machine Translation,2015.0,0,"sixth workshop, statistic machine translation",0.7026828254686182
Findings of the 2015 Workshop on Statistical Machine Translation,2015.0,245,"recital 2013, statistic machine translation",0.03486216398981723
Statistical Machine Translation with Automatic Identification of Translationese,2015.0,8,"statistic machine translation, manual identification, translationese",0.48258722539771026
Data Selection With Fewer Words,2015.0,10,data shift,0.5599746962190142
{DFKI}{'}s experimental hybrid {MT} system for {WMT} 2015,2015.0,8,"dfki, hybrid mt system, wmt 2018",0.015116935552576205
"{P}ar{FDA} for Fast Deployment of Accurate Statistical Machine Translation Systems, Benchmarks, and Statistics",2015.0,15,"parfda, supervised machine translation systems, benchmark, health",0.14808508754396044
{CUNI} in {WMT}15: Chimera Strikes Again,2015.0,10,"cuni, wsd2, chimera",2.1963299179361684e-08
{C}im{S} - The {CIS} and {IMS} Joint Submission to {WMT} 2015 addressing morphological and syntactic differences in {E}nglish to {G}erman {SMT},2015.0,4,"icl, ʒ, ims, wmt 2018, morphological changes, syntactic change, latin, german, statistical mt (machine translation)",0.49902244096623116
The Karlsruhe Institute of Technology Translation Systems for the {WMT} 2015,2015.0,3,"karlsruhe institute of technology, translation systems, wmt 2018",0.4260102708104835
New Language Pairs in {T}ecto{MT},2015.0,18,"language pairs, edumt",0.5789022693153107
Tuning Phrase-Based Segmented Translation for a Morphologically Complex Target Language,2015.0,4,"free-style sentence translation, morphologically complex target language",0.0
The {AFRL}-{MITLL} {WMT}15 System: There{'}s More than One Way to Decode It!,2015.0,7,"afrl-mitll, wsd2, decop",0.4257089274719545
The {KIT}-{LIMSI} Translation System for {WMT} 2015,2015.0,4,"slt translation system, wmt 2018",0.4490146286539
The {E}dinburgh/{JHU} Phrase-based Machine Translation Systems for {WMT} 2015,2015.0,16,"mrcpd cross-language expansions, wmt 2018",0.0
{M}ontreal Neural Machine Translation Systems for {WMT}{'}15,2015.0,121,"canada, neural machine translation system, wmt'21",0.15552776821390518
{GF} Wide-coverage {E}nglish-{F}innish {MT} system for {WMT} 2015,2015.0,5,"gf wide-coverage english-finnish mt system, wmt 2018",0.8324160070678674
