Title,Year,Important Words,Citations
Bridging the gap between sign language machine translation and sign language animation using sequence classification,2015,"sign language machine translation, sign language animation, sequence classification",15
Synthesizing the finger alphabet of {S}wiss {G}erman Sign Language and evaluating the comprehensibility of the resulting animations,2015,"finger alphabet, swiss german sign language, comprehensibility, animations, synthesizing",7
Contour-based Hand Pose Recognition for Sign Language Recognition,2015,"contour-based hand pose recognition, sign language recognition",4
Synthesizing and Evaluating Animations of {A}merican {S}ign {L}anguage Verbs Modeled from Motion-Capture Data,2015,"synthesizing, evaluating, animations, american sign language verbs, modeled, motion-capture data",3
Evaluating a Dynamic Time Warping Based Scoring Algorithm for Facial Expressions in {ASL} Animations,2015,"dynamic time warping, scoring algorithm, facial expressions, asl animations",6
Qualitative investigation of the display of speech recognition results for communication with deaf people,2015,"qualitative investigation, display of speech recognition results, communication, deaf people",7
Predicting disordered speech comprehensibility from Goodness of Pronunciation scores,2015,"disordered speech comprehensibility, goodness of pronunciation scores",4
Recognizing Dysarthric Speech due to Amyotrophic Lateral Sclerosis with Across-Speaker Articulatory Normalization,2015,"dysarthric speech, amyotrophic lateral sclerosis, across-speaker articulatory normalization",12
Vowel Enhancement in Early Stage {S}panish Esophageal Speech Using Natural Glottal Flow Pulse and Vocal Tract Frequency Warping,2015,"vowel enhancement, early stage spanish esophageal speech, natural glottal flow pulse, vocal tract frequency warping",0
Automatic dysfluency detection in dysarthric speech using deep belief networks,2015,"dysfluency detection, dysarthric speech, automatic, deep belief networks",9
Model adaptation and adaptive training for the recognition of dysarthric speech,2015,"model adaptation, adaptive training, recognition, dysarthric speech",13
Pronunciation Adaptation For Disordered Speech Recognition Using State-Specific Vectors of Phone-Cluster Adaptive Training,2015,"pronunciation adaptation, disordered speech recognition, state-specific vectors, phone-cluster adaptive training",4
"Determining an Optimal Set of Flesh Points on Tongue, Lips, and Jaw for Continuous Silent Speech Recognition",2015,"optimal set, flesh points, tongue, lips, jaw, continuous silent speech recognition",11
Analysis of Dysarthric Speech using Distinctive Feature Recognition,2015,"dysarthric speech, distinctive feature recognition, analysis",5
Generating acceptable {A}rabic Core Vocabularies and Symbols for {AAC} users,2015,"arabic core vocabularies, symbols, aac users",0
Remote Speech Technology for Speech Professionals - the {C}loud{CAST} initiative,2015,"remote speech technology, speech professionals, the cloudcast initiative",4
Speech and language technologies for the automatic monitoring and training of cognitive functions,2015,"speech and language technologies, automatic monitoring, training, cognitive functions",3
Extending a {D}utch Text-to-Pictograph Converter to {E}nglish and {S}panish,2015,"dutch text-to-pictograph converter, english, spanish",4
Individuality-Preserving Spectrum Modification for Articulation Disorders Using Phone Selective Synthesis,2015,"individuality-preserving spectrum modification, articulation disorders, phone selective synthesis",1
Recognition of Distress Calls in Distant Speech Setting: a Preliminary Experiment in a Smart Home,2015,"distress calls, distant speech setting, preliminary experiment, smart home",5
A Comparison of Manual and Automatic Voice Repair for Individual with Vocal Disabilities,2015,"manual voice repair, automatic voice repair, individual with vocal disabilities",1
Using linguistic features longitudinally to predict clinical scores for {A}lzheimer{'}s disease and related dementias,2015,"linguistic features, longitudinally, predict clinical scores, alzheimer's disease, related dementias",42
From {E}uropean {P}ortuguese to {P}ortuguese {S}ign {L}anguage,2015,"european portuguese, portuguese sign language",4
Proceedings of the 2nd Workshop on {A}sian Translation ({WAT}2015),2015,2nd workshop on asian translation (wat2015),0
Overview of the 2nd Workshop on {A}sian Translation,2015,2nd workshop on asian translation,37
System Combination of {RBMT} plus {SPE} and Preordering plus {SMT},2015,"system combination, rbmt (rule-based machine translation), spe (statistical post-editing), preordering, smt (statistical machine translation)",4
Neural Reranking Improves Subjective Quality of Machine Translation: {NAIST} at {WAT}2015,2015,"neural reranking, subjective quality, machine translation, naist, wat2015",59
{NICT} at {WAT} 2015,2015,"nict, wat 2015",2
Toshiba {MT} System Description for the {WAT}2015 Workshop,2015,"toshiba mt system, wat2015 workshop",2
{K}yoto{EBMT} System Description for the 2nd Workshop on {A}sian Translation,2015,"kyotoebmt system, 2nd workshop on asian translation",6
Evaluating Neural Machine Translation in {E}nglish-{J}apanese Task,2015,"neural machine translation, english-japanese task",10
{NAVER} Machine Translation System for {WAT} 2015,2015,"naver, machine translation system, wat 2015",16
An Awkward Disparity between {BLEU} / {RIBES} Scores and Human Judgements in Machine Translation,2015,"bleu scores, ribes scores, human judgements, machine translation",12
A Dependency-to-String Model for {C}hinese-{J}apanese {SMT} System,2015,"dependency-to-string model, chinese-japanese smt system",1
Sampling-based Alignment and Hierarchical Sub-sentential Alignment in {C}hinese{--}{J}apanese Translation of Patents,2015,"sampling-based alignment, hierarchical sub-sentential alignment, chinese--japanese translation, patents",1
{C}hinese-to-{J}apanese Patent Machine Translation based on Syntactic Pre-ordering for{WAT} 2015,2015,"chinese-to-japanese patent machine translation, syntactic pre-ordering, forwat 2015",3
Source Phrase Segmentation and Translation for {J}apanese-{E}nglish Translation Using Dependency Structure,2015,"source phrase segmentation, translation, japanese-english translation, dependency structure",1
Proceedings of the 15th {E}uropean Workshop on Natural Language Generation ({ENLG}),2015,15th european workshop on natural language generation (enlg),0
A Simple Surface Realization Engine for {T}elugu,2015,"surface realization engine, telugu",6
Input Seed Features for Guiding the Generation Process: A Statistical Approach for {S}panish,2015,"input seed features, generation process, statistical approach, spanish",4
A Domain Agnostic Approach to Verbalizing n-ary Events without Parallel Corpora,2015,"domain agnostic approach, verbalizing, n-ary events, parallel corpora",0
Inducing Clause-Combining Rules: A Case Study with the {SP}a{RK}y Restaurant Corpus,2015,"clause-combining rules, sparky restaurant corpus",4
Reading Times Predict the Quality of Generated Text Above and Beyond Human Ratings,2015,"reading times, quality of generated text, human ratings",3
Moving Targets: Human References to Unstable Landmarks,2015,"human references, unstable landmarks",0
A Framework for the Generation of Computer System Diagnostics in Natural Language using Finite State Methods,2015,"framework, generation, computer system diagnostics, natural language, finite state methods",4
A Snapshot of {NLG} Evaluation Practices 2005 - 2014,2015,"nlg (natural language generation), evaluation practices, 2005, 2014",28
{J}apanese Word Reordering Executed Concurrently with Dependency Parsing and Its Evaluation,2015,"japanese word, reordering, dependency parsing, evaluation",0
Sentence Ordering in Electronic Navigational Chart Companion Text Generation,2015,"sentence ordering, electronic navigational chart, text generation",2
Natural Language Generation from Pictographs,2015,"natural language generation, pictographs",8
Translating {I}talian to {LIS} in the Rail Stations,2015,"italian, lis (italian sign language), rail stations",1
Response Generation in Dialogue Using a Tailored {PCFG} Parser,2015,"response generation, dialogue, tailored pcfg parser",3
Generating R{\'e}cit from Sensor Data: Evaluation of a Task Model for Story Planning and Preliminary Experiments with {GPS} Data,2015,"r'ecit, sensor data, task model, story planning, preliminary experiments, gps data",3
Generating and Evaluating Landmark-Based Navigation Instructions in Virtual Environments,2015,"landmark-based navigation instructions, virtual environments, generating, evaluating",5
Summarising Unreliable Data,2015,unreliable data,0
Generating Descriptions of Spatial Relations between Objects in Images,2015,"descriptions, spatial relations, objects, images",5
"Towards Flexible, Small-Domain Surface Generation: Combining Data-Driven and Grammatical Approaches",2015,"flexible, small-domain surface generation, data-driven approaches, grammatical approaches",0
{JS}real{B}: A Bilingual Text Realizer for Web Programming,2015,"jsrealb, bilingual text realizer, web programming",12
A Game-Based Setup for Data Collection and Task-Based Evaluation of Uncertain Information Presentation,2015,"game-based setup, data collection, task-based evaluation, uncertain information presentation",4
Generating Referential Descriptions Involving Relations by a Best-First Searching Procedure {--} A System Demo,2015,"referential descriptions, relations, best-first searching procedure, system demo",0
"Generating Image Descriptions with Gold Standard Visual Inputs: Motivation, Evaluation and Baselines",2015,"image descriptions, gold standard visual inputs, motivation, evaluation, baselines",11
Designing an Algorithm for Generating Named Spatial References,2015,"algorithm, named spatial references",9
Narrative Generation from Extracted Associations,2015,"narrative generation, extracted associations",4
Topic Transition Strategies for an Information-Giving Agent,2015,"topic transition strategies, information-giving agent",5
Creating Textual Driver Feedback from Telemetric Data,2015,"textual driver feedback, telemetric data",8
A Personal Storytelling about Your Favorite Data,2015,"personal storytelling, data",4
Proceedings of the First Workshop on Computing News Storylines,2015,first workshop on computing news storylines,0
Interactions between Narrative Schemas and Document Categories,2015,"interactions, narrative schemas, document categories",5
Improving Event Detection with {A}bstract {M}eaning {R}epresentation,2015,"event detection, abstract meaning representation",30
News clustering approach based on discourse text structure,2015,"news clustering approach, discourse text structure",4
To Do or Not to Do: the Role of Agendas for Action in Analyzing News Coverage of Violent Conflict,2015,"agendas for action, news coverage, violent conflict",3
{M}edia{M}eter: A Global Monitor for Online News Coverage,2015,"mediameter, global monitor, online news coverage",1
Expanding the horizons: adding a new language to the news personalization system,2015,"news personalization system, language",1
Storylines for structuring massive streams of news,2015,"storylines, structuring, massive streams, news",34
From {T}ime{L}ines to {S}tory{L}ines: A preliminary proposal for evaluating narratives,2015,"timelines, storylines, preliminary proposal, evaluating narratives",8
Cross-Document Non-Fiction Narrative Alignment,2015,"cross-document, non-fiction, narrative alignment",3
Proceedings of the 2nd Workshop on Natural Language Processing Techniques for Educational Applications,2015,"2nd workshop, natural language processing techniques, educational applications",0
Overview of the {NLP}-{TEA} 2015 Shared Task for {C}hinese Grammatical Error Diagnosis,2015,"nlp-tea 2015 shared task, chinese grammatical error diagnosis",2
{C}hinese Grammatical Error Diagnosis by Conditional Random Fields,2015,"chinese, grammatical error diagnosis, conditional random fields",10
{NTOU} {C}hinese Grammar Checker for {CGED} Shared Task,2015,"ntou, chinese grammar checker, cged shared task",7
Collocation Assistant for Learners of {J}apanese as a Second Language,2015,"collocation assistant, learners, japanese, second language",0
Semi-automatic Generation of Multiple-Choice Tests from Mentions of Semantic Relations,2015,"semi-automatic generation, multiple-choice tests, mentions, semantic relations",3
Interactive Second Language Learning from News Websites,2015,"interactive second language learning, news websites",4
Bilingual Keyword Extraction and its Educational Application,2015,"bilingual keyword extraction, educational application",2
Annotating Entailment Relations for Shortanswer Questions,2015,"entailment relations, shortanswer questions",2
An Automated Scoring Tool for {K}orean Supply-type Items Based on Semi-Supervised Learning,2015,"automated scoring tool, korean supply-type items, semi-supervised learning",0
A System for Generating Multiple Choice Questions: With a Novel Approach for Sentence Selection,2015,"system, generating multiple choice questions, novel approach, sentence selection",16
The {``}News Web Easy{''} news service as a resource for teaching and learning {J}apanese: An assessment of the comprehension difficulty of {J}apanese sentence-end expressions,2015,"""news web easy"" news service, teaching, learning japanese, assessment, comprehension difficulty, japanese sentence-end expressions",0
Grammatical Error Correction Considering Multi-word Expressions,2015,"grammatical error correction, multi-word expressions",1
Salinlahi {III}: An Intelligent Tutoring System for {F}ilipino Heritage Language Learners,2015,"salinlahi iii, intelligent tutoring system, filipino heritage language learners",0
Using Finite State Transducers for Helping Foreign Language Learning,2015,"finite state transducers, foreign language learning",1
{C}hinese Grammatical Error Diagnosis Using Ensemble Learning,2015,"chinese grammatical error, diagnosis, ensemble learning",18
Condition Random Fields-based Grammatical Error Detection for {C}hinese as Second Language,2015,"condition random fields, grammatical error detection, chinese as second language",7
Improving {C}hinese Grammatical Error Correction with Corpus Augmentation and Hierarchical Phrase-based Statistical Machine Translation,2015,"chinese grammatical error correction, corpus augmentation, improving, hierarchical phrase-based statistical machine translation",7
{C}hinese Grammatical Error Diagnosis System Based on Hybrid Model,2015,"chinese grammatical error diagnosis system, hybrid model",6
Proceedings of the Workshop on Noisy User-generated Text,2015,workshop on noisy user-generated text,0
Minority Language {T}witter: Part-of-Speech Tagging and Analysis of {I}rish Tweets,2015,"minority language twitter, part-of-speech tagging, analysis, irish tweets",26
Challenges of studying and processing dialects in social media,2015,"studying, processing, dialects, social media",47
Toward Tweets Normalization Using Maximum Entropy,2015,"tweets, normalization, maximum entropy",12
Five Shades of Noise: Analyzing Machine Translation Errors in User-Generated Text,2015,"noise, machine translation errors, user-generated text",10
A Normalizer for {UGC} in {B}razilian {P}ortuguese,2015,"normalizer, ugc, brazilian portuguese",8
{USFD}: {T}witter {NER} with Drift Compensation and Linked Data,2015,"usfd, twitter ner, drift compensation, linked data",12
{NRC}: Infused Phrase Vectors for Named Entity Recognition in {T}witter,2015,"nrc, infused phrase vectors, named entity recognition, twitter",10
{IITP}: Multiobjective Differential Evolution based {T}witter Named Entity Recognition,2015,"iitp, multiobjective differential evolution, twitter, named entity recognition",8
Data Adaptation for Named Entity Recognition on Tweets with Features-Rich {CRF},2015,"data adaptation, named entity recognition, tweets, features-rich crf",2
{H}allym: Named Entity Recognition on {T}witter with Word Representation,2015,"hallym, named entity recognition, twitter, word representation",6
{IHS}{\_}{RD}: Lexical Normalization for {E}nglish Tweets,2015,"ihs_rd, lexical normalization, english tweets",13
{B}ekli:A Simple Approach to {T}witter Text Normalization.,2015,"bekli, simple approach, twitter text normalization",14
{NCSU}-{SAS}-Ning: Candidate Generation and Feature Engineering for Supervised Lexical Normalization,2015,"ncsu-sas-ning, candidate generation, feature engineering, supervised lexical normalization",24
{DCU}-{ADAPT}: Learning Edit Operations for Microblog Normalisation with the Generalised Perceptron,2015,"dcu-adapt, edit operations, microblog normalisation, generalised perceptron",4
{LYSGROUP}: Adapting a {S}panish microtext normalization system to {E}nglish.,2015,"lysgroup, spanish microtext normalization system, english",8
{IITP}: Hybrid Approach for Text Normalization in {T}witter,2015,"iitp, hybrid approach, text normalization, twitter",15
{NCSU}{\_}{SAS}{\_}{WOOKHEE}: A Deep Contextual Long-Short Term Memory Model for Text Normalization,2015,"deep contextual long-short term memory model, text normalization",24
{USZEGED}: Correction Type-sensitive Normalization of {E}nglish Tweets Using Efficiently Indexed n-gram Statistics,2015,"uszeged, correction type-sensitive normalization, english tweets, efficiently indexed n-gram statistics",8
Shared Tasks of the 2015 Workshop on Noisy User-generated Text: {T}witter Lexical Normalization and Named Entity Recognition,2015,"2015 workshop on noisy user-generated text, twitter lexical normalization, named entity recognition",152
Enhancing Named Entity Recognition in {T}witter Messages Using Entity Linking,2015,"named entity recognition, twitter messages, entity linking",31
Improving {T}witter Named Entity Recognition using Word Representations,2015,"twitter, named entity recognition, word representations",14
Multimedia Lab @ {ACL} {WNUT} {NER} Shared Task: Named Entity Recognition for {T}witter Microposts using Distributed Word Representations,2015,"multimedia lab, acl wnut ner shared task, named entity recognition, twitter microposts, distributed word representations",175
{NCSU}{\_}{SAS}{\_}{SAM}: Deep Encoding and Reconstruction for Normalization of Noisy Text,2015,"ncsu_sas_sam, deep encoding, reconstruction, normalization, noisy text",15
Learning finite state word representations for unsupervised {T}witter adaptation of {POS} taggers,2015,"finite state word representations, unsupervised twitter adaptation, pos taggers",0
Towards {POS} Tagging for {A}rabic Tweets,2015,"pos tagging, arabic tweets",2
Proceedings of the 4th Workshop on Linked Data in Linguistics: Resources and Applications,2015,"4th workshop, linked data, linguistics, resources, applications",0
From {DB}pedia and {W}ord{N}et hierarchies to {L}inked{I}n and {T}witter,2015,"dbpedia, wordnet hierarchies, linkedin, twitter",1
A Linked Data Model for Multimodal Sentiment and Emotion Analysis,2015,"linked data model, multimodal sentiment, emotion analysis",9
Seeing is Correcting: curating lexical resources using social interfaces,2015,"curating, lexical resources, social interfaces",7
Sar-graphs: A Linked Linguistic Knowledge Resource Connecting Facts with Language,2015,"sar-graphs, linked linguistic knowledge resource, facts, language",5
Reconciling Heterogeneous Descriptions of Language Resources,2015,"heterogeneous descriptions, language resources",9
{RDF} Representation of Licenses for Language Resources,2015,"rdf representation, licenses, language resources",27
Linking Four Heterogeneous Language Resources as Linked Data,2015,"heterogeneous language resources, linked data",6
{EVAL}ution 1.0: an Evolving Semantic Dataset for Training and Evaluation of Distributional Semantic Models,2015,"evalution 0, semantic dataset, training, evaluation, distributional semantic models",71
Linguistic Linked Data in {C}hinese: The Case of {C}hinese {W}ordnet,2015,"linguistic linked data, chinese, chinese wordnet",5
Proceedings of the Fourth Workshop on Hybrid Approaches to Translation ({H}y{T}ra),2015,"fourth workshop, hybrid approaches, translation, hytra",0
Bootstrapping a hybrid deep {MT} system,2015,"bootstrapping, hybrid deep mt system",5
Multi-system machine translation using online {API}s for {E}nglish-{L}atvian,2015,"multi-system machine translation, online apis, english, latvian",5
What a Transfer-Based System Brings to the Combination with {PBMT},2015,"transfer-based system, combination, pbmt",6
Establishing sentential structure via realignments from small parallel corpora,2015,"sentential structure, realignments, small parallel corpora",0
Passive and Pervasive Use of Bilingual Dictionary in Statistical Machine Translation,2015,"bilingual dictionary, statistical machine translation",4
Automated Simultaneous Interpretation: Hints of a Cognitive Framework for Machine Translation,2015,"automated simultaneous interpretation, cognitive framework, machine translation",0
A fuzzier approach to machine translation evaluation: A pilot study on post-editing productivity and automated metrics in commercial settings,2015,"fuzzier approach, machine translation evaluation, pilot study, post-editing productivity, automated metrics, commercial settings",10
A Methodology for Bilingual Lexicon Extraction from Comparable Corpora,2015,"methodology, bilingual lexicon extraction, comparable corpora",1
Ongoing Study for Enhancing {C}hinese-{S}panish Translation with Morphology Strategies,2015,"chinese-spanish translation, morphology strategies, study",2
{B}aidu Translate: Research and Products,2015,"baidu translate, research, products",9
On Improving the Human Translation Process by Using {MT} Technologies under a Cognitive Framework,2015,"human translation process, mt technologies, cognitive framework",0
Towards a shared task for shallow semantics-based translation (in an industrial setting),2015,"shared task, shallow semantics-based translation, industrial setting",0
Proceedings of the 3rd Workshop on Continuous Vector Space Models and their Compositionality,2015,"3rd workshop, continuous vector space models, compositionality",0
Learning Embeddings for Transitive Verb Disambiguation by Implicit Tensor Factorization,2015,"learning embeddings, transitive verb disambiguation, implicit tensor factorization",11
Recursive Neural Networks Can Learn Logical Semantics,2015,"recursive neural networks, logical semantics",104
Concept Extensions as the Basis for Vector-Space Semantics: Combining Distributional and Ontological Information about Entities,2015,"concept extensions, vector-space semantics, distributional information, ontological information, entities",0
Joint Semantic Relevance Learning with Text Data and Graph Knowledge,2015,"joint semantic relevance learning, text data, graph knowledge",26
Exploring the effect of semantic similarity for Phrase-based Machine Translation,2015,"semantic similarity, phrase-based machine translation",0
Incremental Adaptation Strategies for Neural Network Language Models,2015,"incremental adaptation strategies, neural network language models",16
Observed versus latent features for knowledge base and text inference,2015,"observed features, latent features, knowledge base, text inference",294
Proceedings of the Fifth Named Entity Workshop,2015,fifth named entity workshop,0
Whitepaper of {NEWS} 2015 Shared Task on Machine Transliteration,2015,"news 2015 shared task, machine transliteration",7
Report of {NEWS} 2015 Machine Transliteration Shared Task,2015,"news 2015, machine transliteration, shared task",4
How do you spell that? A journey through word representations,2015,word representations,0
Boosting Named Entity Recognition with Neural Character Embeddings,2015,"named entity recognition, neural character embeddings",283
Regularity and Flexibility in {E}nglish-{C}hinese Name Transliteration,2015,"regularity, flexibility, english-chinese name transliteration",0
{HAREM} and Klue: how to put two tagsets for named entities annotation together,2015,"harem, klue, tagsets, named entities annotation",2
Semi-supervised Learning for {V}ietnamese Named Entity Recognition using Online Conditional Random Fields,2015,"semi-supervised learning, vietnamese named entity recognition, online conditional random fields",3
Boosting {E}nglish-{C}hinese Machine Transliteration via High Quality Alignment and Multilingual Resources,2015,"english-chinese machine transliteration, high quality alignment, multilingual resources",7
Neural Network Transduction Models in Transliteration Generation,2015,"neural network, transduction models, transliteration generation",23
A Hybrid Transliteration Model for {C}hinese/{E}nglish Named Entities {---}{BJTU}-{NLP} Report for the 5th Named Entities Workshop,2015,"hybrid transliteration model, chinese/english named entities, bjtu-nlp report, 5th named entities workshop",4
Multiple System Combination for Transliteration,2015,"multiple system, combination, transliteration",15
Data representation methods and use of mined corpora for {I}ndian language transliteration,2015,"data representation methods, mined corpora, indian language transliteration",10
{NCU} {IISR} {E}nglish-{K}orean and {E}nglish-{C}hinese Named Entity Transliteration Using Different Grapheme Segmentation Approaches,2015,"ncu iisr, english-korean, english-chinese, named entity transliteration, grapheme segmentation approaches",4
"Proceedings of the 9th {SIGHUM} Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities ({L}a{T}e{CH})",2015,"9th sighum workshop, language technology, cultural heritage, social sciences, humanities, latech",0
Catching the Red Priest: Using Historical Editions of Encyclopaedia Britannica to Track the Evolution of Reputations,2015,"red priest, historical editions, encyclopaedia britannica, evolution of reputations",0
Five Centuries of Monarchy in {K}orea: Mining the Text of the Annals of the {J}oseon Dynasty,2015,"monarchy, korea, text mining, annals of the joseon dynasty",3
Analyzing Sentiment in Classical {C}hinese Poetry,2015,"sentiment, classical chinese poetry",11
Measuring the Structural and Conceptual Similarity of Folktales using Plot Graphs,2015,"structural similarity, conceptual similarity, folktales, plot graphs",2
Towards Annotating Narrative Segments,2015,annotating narrative segments,5
Ranking Relevant Verb Phrases Extracted from Historical Text,2015,"verb phrases, historical text, ranking, relevance",2
Ranking election issues through the lens of social media,2015,"election issues, social media, ranking",1
Word Embeddings Pointing the Way for Late Antiquity,2015,"word embeddings, late antiquity",10
Enriching Interlinear Text using Automatically Constructed Annotators,2015,"interlinear text, automatically constructed annotators",5
Automatic interlinear glossing as two-level sequence classification,2015,"automatic interlinear glossing, two-level sequence classification",5
"Enriching Digitized Medieval Manuscripts: Linking Image, Text and Lexical Knowledge",2015,"digitized medieval manuscripts, image, text, lexical knowledge",0
A preliminary study on similarity-preserving digital book identifiers,2015,"preliminary study, similarity-preserving, digital book identifiers",0
When Translation Requires Interpretation: Collaborative Computer{--}Assisted Translation of Ancient Texts,2015,"translation, interpretation, collaborative computer-assisted translation, ancient texts",1
Integrating Query Performance Prediction in Term Scoring for Diachronic Thesaurus,2015,"query performance prediction, term scoring, diachronic thesaurus",2
{M}inoan linguistic resources: The {L}inear {A} Digital Corpus,2015,"minoan linguistic resources, linear a digital corpus",1
Lexicon-assisted tagging and lemmatization in {L}atin: A comparison of six taggers and two lemmatization methods,2015,"lexicon-assisted tagging, lemmatization, latin, taggers, lemmatization methods",17
Proceedings of the {ACL} 2015 Workshop on Novel Computational Approaches to Keyphrase Extraction,2015,"acl 2015 workshop, novel computational approaches, keyphrase extraction",0
"Keywords, phrases, clauses and sentences: topicality, indicativeness and informativeness at scales",2015,"scientific entities: keywords, phrases, clauses, sentences, topicality, indicativeness, informativeness, scales",2
Technical Term Extraction Using Measures of Neology,2015,"technical term extraction, measures of neology",1
Counting What Counts: Decompounding for Keyphrase Extraction,2015,"counting, decompounding, keyphrase extraction",2
The Web as an Implicit Training Set: Application to Noun Compounds Syntax and Semantics,2015,"the web, implicit training set, application, noun compounds syntax, semantics",0
Reducing Over-generation Errors for Automatic Keyphrase Extraction using Integer Linear Programming,2015,"over-generation errors, automatic keyphrase extraction, integer linear programming",13
{T}witt{D}ict: Extracting Social Oriented Keyphrase Semantics from {T}witter,2015,"twittdict, social oriented keyphrase semantics, twitter",4
Identification and Classification of Emotional Key Phrases from Psychological Texts,2015,"emotional key phrases, psychological texts",0
Proceedings of the 1st Workshop on Semantics-Driven Statistical Machine Translation ({S}2{MT} 2015),2015,"workshop, semantics-driven statistical machine translation, s2mt 2015",0
Round trips with meaning stopovers,2015,"round trips, meaning stopovers",0
Conceptual Annotations Preserve Structure Across Translations: A {F}rench-{E}nglish Case Study,2015,"conceptual annotations, structure, translations, french, english, case study",21
Integrating Case Frame into {J}apanese to {C}hinese Hierarchical Phrase-based Translation Model,2015,"case frame, japanese, chinese, hierarchical phrase-based translation model",0
A Discriminative Model for Semantics-to-String Translation,2015,"discriminative model, semantics-to-string translation",6
Proceedings of the Eighth Workshop on Building and Using Comparable Corpora,2015,"eighth workshop, building, using comparable corpora",0
Augmented Comparative Corpora and Monitoring Corpus in {C}hinese: {LIVAC} and Sketch Search Engine Compared,2015,"augmented comparative corpora, monitoring corpus, chinese, livac, sketch search engine",1
A Factory of Comparable Corpora from {W}ikipedia,2015,"factory, comparable corpora, wikipedia",25
Knowledge-lean projection of coreference chains across languages,2015,"knowledge-lean projection, coreference chains, languages",20
Projective methods for mining missing translations in {DB}pedia,2015,"projective methods, mining missing translations, dbpedia",1
Attempting to Bypass Alignment from Comparable Corpora via Pivot Language,2015,"bypass alignment, comparable corpora, pivot language",7
Application of a Corpus to Identify Gaps between {E}nglish Learners and Native Speakers,2015,"corpus, english learners, native speakers",1
A Generative Model for Extracting Parallel Fragments from Comparable Documents,2015,"generative model, extracting parallel fragments, comparable documents",2
Evaluating Features for Identifying {J}apanese-{C}hinese Bilingual Synonymous Technical Terms from Patent Families,2015,"features, japanese-chinese bilingual synonymous technical terms, patent families",0
Extracting Bilingual Lexica from Comparable Corpora Using Self-Organizing Maps,2015,"bilingual lexica, comparable corpora, self-organizing maps",1
Obtaining {SMT} dictionaries for related languages,2015,"smt dictionaries, related languages",1
{BUCC} Shared Task: Cross-Language Document Similarity,2015,"bucc shared task, cross-language document similarity",11
{AUT} Document Alignment Framework for {BUCC} Workshop Shared Task,2015,"aut document alignment framework, bucc workshop shared task",8
{LINA}: Identifying Comparable Documents from {W}ikipedia,2015,"lina, comparable documents, wikipedia",12
Proceedings of the Grammar Engineering Across Frameworks ({GEAF}) 2015 Workshop,2015,grammar engineering across frameworks (geaf) 2015 workshop,0
Grammar Engineering for a Customer: a Case Study with Five Languages,2015,"grammar engineering, customer, case study, five languages",4
Building an {HPSG}-based {I}ndonesian Resource Grammar ({INDRA}),2015,"hpsg, indonesian resource grammar, indra",9
An {HPSG}-based Shared-Grammar for the {C}hinese Languages: {ZHONG} [|],2015,"hpsg, shared-grammar, chinese languages, zhong",9
Parsing {C}hinese with a Generalized Categorial Grammar,2015,"chinese, generalized categorial grammar",1
Orthography Engineering in Grammatical Framework,2015,"orthography engineering, grammatical framework",3
A Cloud-Based Editor for Multilingual Grammars,2015,"cloud-based editor, multilingual grammars",1
Formalising the {S}wedish Constructicon in Grammatical Framework,2015,"swedish constructicon, grammatical framework",5
Representing Honorifics via Individual Constraints,2015,"honorifics, individual constraints",2
Resumption and Extraction in an Implemented {HPSG} of {H}ausa,2015,"resumption, extraction, implemented hpsg, hausa",7
Proceedings of the Second Workshop on {A}rabic Natural Language Processing,2015,"second workshop, arabic natural language processing",0
Classifying {A}rab Names Geographically,2015,"arab names, geographically",2
Deep Learning Models for Sentiment Analysis in {A}rabic,2015,"deep learning models, sentiment analysis, arabic",77
A Light Lexicon-based Mobile Application for Sentiment Mining of {A}rabic Tweets,2015,"light lexicon-based mobile application, sentiment mining, arabic tweets",24
The Second {QALB} Shared Task on Automatic Text Correction for {A}rabic,2015,"second qalb shared task, automatic text correction, arabic",24
Natural Language Processing for Dialectical {A}rabic: A Survey,2015,"natural language processing, dialectical arabic, survey",45
{DIWAN}: A Dialectal Word Annotation Tool for {A}rabic,2015,"diwan, dialectal word annotation tool, arabic",20
{POS}-tagging of {T}unisian Dialect Using {S}tandard {A}rabic Resources and Tools,2015,"pos-tagging, tunisian dialect, standard arabic resources, tools",13
A Conventional Orthography for {A}lgerian {A}rabic,2015,"conventional orthography, algerian arabic",51
A Pilot Study on {A}rabic Multi-Genre Corpus Diacritization,2015,"pilot study, arabic multi-genre corpus, diacritization",16
Annotating Targets of Opinions in {A}rabic using Crowdsourcing,2015,"targets of opinions, arabic, crowdsourcing",18
Best Practices for Crowdsourcing Dialectal {A}rabic Speech Transcription,2015,"crowdsourcing, dialectal arabic speech, transcription",7
Joint {A}rabic Segmentation and Part-Of-Speech Tagging,2015,"arabic segmentation, part-of-speech tagging",3
Multi-Reference Evaluation for Dialectal Speech Recognition System: A Study for {E}gyptian {ASR},2015,"multi-reference evaluation, dialectal speech recognition system, egyptian asr (automatic speech recognition)",3
Arib@{QALB}-2015 Shared Task: A Hybrid Cascade Model for {A}rabic Spelling Error Detection and Correction,2015,"arib@qalb-2015 shared task, hybrid cascade model, arabic spelling error detection, correction",0
{CUFE}@{QALB}-2015 Shared Task: {A}rabic Error Correction System,2015,"cufe@qalb-2015 shared task, arabic error correction system",0
