Title,Year,Important Words,Citations
Efficient Hyper-parameter Optimization for {NLP} Applications,2015,"word complexity, nlp applications",25
Improved {A}rabic Dialect Classification with Social Media Data,2015,"arabic dialect, social media data",26
Exploiting Debate Portals for Semi-Supervised Argumentation Mining in User-Generated Web Discourse,2015,"debate portals, unsupervised argumentation mining, chinese word",64
Confounds and Consequences in Geotagged {T}witter Data,2015,geo-tagged tweets,70
Modeling Reportable Events as Turning Points in Narrative,2015,"modeled, reportable events, turning points, narrative",21
Towards the Extraction of Customer-to-Customer Suggestions from Reviews,2015,"extraction, customer-to-customer suggestions, review",29
Using Content-level Structures for Summarizing Microblog Repost Trees,2015,"content structure, summarizing, microblog, repost trees",12
Intra-sentential Zero Anaphora Resolution using Subject Sharing Recognition,2015,"intra-sentential zero anaphora resolution, subject sharing recognition",20
Estimation of Discourse Segmentation Labels from Crowd Data,2015,"estimation, discourse segmentation, crowd data",6
Comparing Word Representations for Implicit Discourse Relation Classification,2015,"word representation, un turc m'ecanique",57
Better Document-level Sentiment Analysis from {RST} Discourse Parsing,2015,"document-level sentiment analysis, rst discourse",106
Closing the Gap: Domain Adaptation from Explicit to Implicit Discourse Relations,2015,"gap, domain adaptation, explicit discourse relations, implicit discourse relation",23
Wikification of Concept Mentions within Spoken Dialogues Using Domain Constraints from {W}ikipedia,2015,"wikification, concept mentions, spoken dialog, domain constraints, wikipedia",1
Shallow Convolutional Neural Network for Implicit Discourse Relation Recognition,2015,"shallow networks, implicit discourse relation detection",82
On the Role of Discourse Markers for Discriminating Claims and Premises in Argumentative Discourse,2015,"role, discourse marking, claim, premise, argumentative discourse",69
Fatal or not? Finding errors that lead to dialogue breakdowns in chat-oriented dialogue systems,2015,"error, dialogue breakdowns, chat-oriented dialogue",16
Learning Word Meanings and Grammar for Describing Everyday Activities in Smart Environments,2015,"word meaning, grammar, daily life, smart environments",2
Discourse Element Identification in Student Essays based on Global and Local Cohesion,2015,"discourse elements, student essays, local cohesion, local cohesion",7
Adapting Coreference Resolution for Narrative Processing,2015,"coreference decisions, narrative processing",4
Joint Lemmatization and Morphological Tagging with Lemming,2015,"lematization, morphology tagging, lemming",82
Transducer Disambiguation with Sparse Topological Features,2015,"transducer, disambiguate, tree topological features",5
{A}rabic Diacritization with Recurrent Neural Networks,2015,"arabic diacritics, recurrent networks",48
Automatic Diacritics Restoration for {H}ungarian,2015,"diacritics restoration, hungary",8
Morphological Analysis for Unsegmented Languages using Recurrent Neural Network Language Model,2015,"morphemic analysis, unsegmented text, recurrent neural network, language model",57
Can Symbol Grounding Improve Low-Level {NLP}? Word Segmentation as a Case Study,2015,"fact grounding, low-level nlp, word segmentation, casestudy",4
When Are Tree Structures Necessary for Deep Learning of Representations?,2015,"tree structure, news, representations",187
Discriminative Neural Sentence Modeling by Tree-Based Convolution,2015,"discriminative neural model, tree-based convolution",108
Multi-Timescale Long Short-Term Memory Neural Network for Modelling Sentences and Documents,2015,"long short-term memory neural network, modelling sentences, document",103
Verbal and Nonverbal Clues for Real-life Deception Detection,2015,"verbal clues, nonverbal clues, deceit detection",44
Social Media Text Classification under Negative Covariate Shift,2015,"social media, text classification, covariate shift",22
Co-Training for Topic Classification of Scholarly Data,2015,"co-training, topic classification, scholarly data",15
Humor Recognition and Humor Anchor Extraction,2015,"génomique, humor anchor extraction",113
Topic Identification and Discovery on Text and Speech,2015,"topic identification, discovery, text, speech",9
A Dynamic Programming Algorithm for Computing N-gram Posteriors from Lattices,2015,"findings, computing, n-gram posteriors, lattice",2
Bilingual Structured Language Models for Statistical Machine Translation,2015,"bilingual language models, lightweight models",6
"Compact, Efficient and Unlimited Capacity: Language Modeling with Compressed Suffix Trees",2015,"compact, efficient, unlimited capacity, language modeling, compressed suffix trees",10
{ERSOM}: A Structural Ontology Matching Approach Using Automatically Learned Entity Representation,2015,"ersom, structural ontology matching approach, automated entity type representation",19
A Single Word is not Enough: Ranking Multiword Expressions Using Distributional Semantics,2015,"one word, multiword expressions, ranking, distributional semantics",21
Syntactic Dependencies and Distributed Word Representations for Analogy Detection and Mining,2015,"syntactic dependency, distributed word models, analogy detection, mining",8
Navigating the Semantic Horizon using Relative Neighborhood Graphs,2015,"semantic horizon, neighbor graph",20
Multi- and Cross-Modal Semantics Beyond Vision: Grounding in Auditory Perception,2015,"multi-modal semantics, cross-modal semantics, vision, grounding, auditory perception",61
Automatic recognition of habituals: a three-way classification of clausal aspect,2015,"automatic recognition, habituals, triple classification, clausal aspect",10
Distributed Representations for Unsupervised Semantic Role Labeling,2015,"distributed representation, unsupervised semantic role labeling",16
A Tableau Prover for Natural Logic and Language,2015,"tableau prover, natural logic, english",33
{JEAM}: A Novel Model for Cross-Domain Sentiment Classification Based on Emotion Analysis,2015,"jeam, cross-domain sentiment classification, emotive",11
{P}hrase{RNN}: Phrase Recursive Neural Network for Aspect-based Sentiment Analysis,2015,"phrasernn, phrase recursive neural network, written reports",137
{ASTD}: {A}rabic Sentiment Tweets Dataset,2015,"astd, arabic sentiment tweets dataset",162
Adjective Intensity and Sentiment Analysis,2015,"intensity, sentiment analysis",20
The Rating Game: Sentiment Rating Reproducibility from Text,2015,"sentiment score, replicability, text",6
A Multi-lingual Annotated Dataset for Aspect-Oriented Opinion Mining,2015,"multilingual dataset, english-dutch",9
Deep Convolutional Neural Network Textual Features and Multiple Kernel Learning for Utterance-level Multimodal Sentiment Analysis,2015,"deep convolutional neural network, textual features, multiple kernel learning, bioki:enzymes",286
{SLSA}: A Sentiment Lexicon for {S}tandard {A}rabic,2015,"slsa, low-resource nmt, printed arabic",45
Reinforcing the Topic of Embeddings with Theta Pure Dependence for Text Classification,2015,"multi-view, theta pure dependence, text classification",1
That{'}s So Annoying!!!: A Lexical and Frame-Semantic Embedding Based Data Augmentation Approach to Automatic Categorization of Annoying Behaviors using {\#}petpeeve Tweets,2015,"lexical, frame-semantic, data augmentation approach, automatic categorization, annoying behaviors, \#petpeeve tweets",91
Detection of Steganographic Techniques on {T}witter,2015,"steganographic techniques, twitter",4
{\#}{S}upport{T}he{C}ause: Identifying Motivations to Participate in Online Health Campaigns,2015,"online health campaigns, motivates, participate",8
An Analysis of Domestic Abuse Discourse on {R}eddit,2015,"domestic abuse, reddit",38
{T}witter-scale New Event Detection via K-term Hashing,2015,"twitter, new event detection, k-term hashing",28
Classifying Tweet Level Judgements of Rumours in Social Media,2015,"tweet level judgements, rumor, social media",51
Identification and Verification of Simple Claims about Statistical Properties,2015,"identity, proof, simple claims, statistical traits",27
Proceedings of the 18th Annual Conference of the European Association for Machine Translation,2015,"18th annual conference, european association for machine translation",0
"What we want, what we need, what we absolutely can{'}t do without {--} an enterprise user{'}s perspective on machine translation technology and stuff around it",2015,"business user, machine translation technology",0
Exploiting portability to build an {RBMT} prototype for a new source language,2015,"portability, rmt, source language",0
Building hybrid machine translation systems by using an {EBMT} preprocessor to create partialtranslations,2015,"hybrid machine translation system, ebmt preprocessor, partial translations",0
Using on-line available sources of bilingual information for word-level machine translation quality estimation,2015,"multiple on-line sources, bilingual information, word-level machine translation, quality estimates",0
A general framework for minimizing translation effort: towards a principled combination of translation technologies in computer-aided translation,2015,"legal framework, minimizing translation effort, principled combination, translation technologies, computer-aided translation",0
Can Translation Memories afford not to use paraphrasing ?,2015,"translation memories, paraphrasing",0
Dependency-based Reordering Model for Constituent Pairs in Hierarchical {SMT},2015,"dependency-based hybrid model, constituent pairs, hierarchical smt",0
The role of artificially generated negative data for quality estimation of machine translation,2015,"negative focus, quality estimates, machine translate",0
Document-Level Machine Translation with Word Vector Models,2015,"document-level adaptation, word vector sets",0
The potential and limits of lay post-editing in an online community,2015,"lay post-editing, web community",0
Post-Editing Evaluations: Trade-offs between Novice and Professional Participants,2015,"post-editing research, trade-offs, novice, professional participants",0
Benchmarking {SMT} Performance for {F}arsi Using the {TEP}++ Corpus,2015,"smt quality, farsi, tep++ corpus, benchmarking",0
Dynamic Terminology Integration Methods in Statistical Machine Translation,2015,"dynamic terminology, integration methods, lightweight models",0
Identifying main obstacles for statistical machine translation of morphologically rich {S}outh {S}lavic languages,2015,"lightweight models, south slavic languages",0
Poor man{'}s lemmatisation for automatic error classification,2015,"lemmatisering, automatic error classification",0
Truly Exploring Multiple References for Machine Translation Evaluation,2015,"museums, machine translation evaluation",0
Searching for Context: a Study on Document-Level Labels for Translation Quality Estimation,2015,"context, document-level labels, translation quality",0
Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,2015,"adjectives, integration methods, selective stemming, smt system",0
Evaluating machine translation for assimilation via a gap-filling task,2015,"machine translate, assimilation, gap-filling task",3
Unsupervised training of maximum-entropy models for lexical selection i in rule-based machine translation,2015,"parser self-training, linear, lexical selection, word aligner",0
Assessing linguistically aware fuzzy matching in translation memories,2015,"inforex, translation memories",0
Re-assessing the {WMT}2013 Human Evaluation with Professional Translators Trainees,2015,"wmt2013 human evaluation, trainee translators",0
"Integrating a Large, Monolingual Corpus as Translation Memory into Statistical Machine translation",2015,"small, corpus monolingues, volume 31, lightweight models",0
{T}arget{S}ide Generation of Prepositions for {SMT},2015,"targetside, genesis, preposition, smt (statistical machine translation)",0
Word Alignment Based Parallel Corpora Evaluation and Cleaning Using Machine Learning Techniques,2015,"text alignment, parallel corpora, evaluate, cleaning, multimodal behaviors",0
Content Translation: Computer-assisted translation tool for {W}ikipedia articles,2015,"content translation, verbal cues, wikipedia titles",0
Pre-reordering for Statistical Machine Translation of Non-fictional Subtitles,2015,"pre-reordering, lightweight models, non-fictional subtitles",0
{SMT} at the International Maritime Organization experiences with combining in-house corpus with more general corpus,2015,"smt, international maritime organization, in-house corpus, general corpus",0
Evaluation of the domain adaptation of {MT} systems in {ACCURAT},2015,"domain adaptation, mt system, accurat",0
{M}ixed{E}motions: Social Semantic Emotion Analysis for Innovative Multilingual Big Data Analytics Markets,2015,"mixedemotions, short-answer scoring, innovative multilingual big data analytics markets",0
"The {ACCEPT} Academic Portal: Bringing Together Pre-editing, {MT} and Post-editing into a Learning Environment",2015,"accept academic portal, pre-editing, p/2, postediting, academic environment",0
{R}ussian-{C}hinese Sentence-level Aligned News Corpus,2015,"russian, chinese, temporally annotated corpora",1
{H}im{L} (Health in my Language),2015,himl (health in my language),0
{MT}-enhanced fuzzy matching with Transit {NXT} and {STAR} {M}oses,2015,"mt-enhanced fuzzy matching, transit nxt, moses",0
{H}andy{CAT} - An Open-Source Platform for {CAT} Tool Research,2015,"handycat, open-source platform, cat tool research",0
{T}ra{MOOC}: Translation for Massive Open Online Courses,2015,"tramooc, translate, massive open online course",0
Streamlining Translation Workflows with Style Scorer,2015,"translation workflow, stylescorer",0
{E}stonian-{E}nglish Reversible Smart Phone Dictionary of Military Terms and Relevant Vocabulary,2015,"spoken estonian, reversible smart phone dictionary, military terms, relevant vocabulary",0
{FALCON}: Federated Active Linguistic data {C}urati{ON},2015,"falcon, federated active linguistic data curation",0
Tapad{\'o}ir,2015,"the scientific entity in the title ""tapad'oir"" is ""tapad'oir"".",0
{O}kapi+{Q}u{E}st: Translation Quality Estimation within Okapi,2015,"okapi, quest, translation quality",0
{CRACKER}: Cracking the Language Barrier,2015,"language borders, cracker",0
{LTC} {K}now{H}ow: Empowering the Social Enterprise in the Language Industry,2015,"ltc knowhow, social enterprise, language theory",0
Multi-Dialect Machine Translation ({M}u{DM}at),2015,multi-target machine translation,0
{A}bu-{M}a{T}ran: Automatic building of Machine Translation,2015,"abu-matran, automated building, machine translate",0
{MNH}-{TT}: A Platform to Support Collaborative Translator Training,2015,"mnh-tt, collaborative translation, platform",0
Smart Computer Aided Translation Environment,2015,"smart system, aided translation environment",3
Proceedings of the 1st Deep Machine Translation Workshop,2015,deep machine translation workshop,0
Modelling the Adjunct/Argument Distinction in Hierarchical Phrase-Based {SMT},2015,"modeled, adjunct distinction, hierarchical phrase-based smt",0
Towards Deeper {MT} - A Hybrid System for {G}erman,2015,"deeper mt, hybrid system, german",0
Splitting Compounds by Semantic Analogy,2015,"splitting compounds, semantic analogy",18
Delimiting Morphosyntactic Search Space with Source-Side Reordering Models,2015,"graph representations, source-side preordering",0
Evaluating a Machine Translation System in a Technical Support Scenario,2015,"machine translation system, technical support scenario",1
Development of {T}elugu-{T}amil Transfer-Based Machine Translation system: With Special reference to Divergence Index,2015,"mod\`ele, divergence index",1
Deep-syntax {T}ecto{MT} for {E}nglish-{S}panish {MT},2015,"deep-syntax tectomt, english, spanish, mt",0
First Steps in Using Word Senses as Contextual Features in Maxent Models for Machine Translation,2015,"word sense, contextual features, maxent, machine translate",5
Lexical choice in Abstract Dependency Trees,2015,"lexical choice, pedagogical text",0
Large Scale Translation Quality Estimation,2015,"large scale translation, quality estimates",5
Translation Model Interpolation for Domain Adaptation in {T}ecto{MT},2015,"translation modes, interpolated, domain adaptation, tectomt",10
Factored models for Deep Machine Translation,2015,"factored model, deep machine translation",5
Machine Translation for Multilingual Troubleshooting in the {IT} Domain: A Comparison of Different Strategies,2015,"machine translate, speech clues, it domain, comparison, strategies",2
Proceedings of the Second Workshop on Natural Language Processing and Linked Open Data,2015,"second workshop, natural language processing, linked open data",0
Cross-lingual Event Detection in Discourse,2015,"cross-lingual event, detecting, discourse",1
Generating Lexicalization Patterns for Linked Open Data,2015,"lexicalization, linked open data",8
"Small in Size, Big in Precision: A Case for Using Language-Specific Lexical Resources for Word Sense Disambiguation",2015,"size, accuracy, specialized lexical resources, word sense disambiguation",0
Towards the Representation of Hashtags in Linguistic Linked Open Data Format,2015,"represent, hashtags, xml text representation",1
An Ontology-based Approach To Automatic Part-of-Speech Tagging Using Heterogeneously Annotated Corpora,2015,"ontology-based method, faster part-of-speech tagging, heterogeneous annotated corpora",3
Accessing Linked Open Data via A Common Ontology,2015,"linked open data, infodemic",4
The {G}uan{X}i network: a new multilingual {LLOD} for Language Learning applications,2015,"guanxi network, multilingual, language apps",5
"Proceedings of the Joint Workshop on Language Technology for Closely Related Languages, Varieties and Dialects",2015,"joint workshop on language technology, closely-related languages, variety, dialect",0
Overview of the {DSL} Shared Task 2015,2015,dsl shared task 2016,97
Handling and Mining Linguistic Variation in {UGC},2015,"handling, mining, origins of language, ugc (user-generated content)",0
Distributed Representations of Words and Documents for Discriminating Similar Languages,2015,"distributed representation, words, document, lemmatag",20
Joint {B}ayesian Morphology Learning for {D}ravidian Languages,2015,"joint bayesian morphology learning, dravidian language",2
"Use of Transformation-Based Learning in Annotation Pipeline of {I}gbo, an {A}frican Language",2015,"english conversations, annotation pipeline, igbo, african language",7
{W}iki{T}rans: {S}wedish-{D}anish Machine Translation in a Constraint Grammar Framework,2015,"wikitrans, danish-english machine translation, constraint grammar",0
Language Identification using Classifier Ensembles,2015,"language identifier, classifier ensembles",63
Discriminating Similar Languages with Token-Based Backoff,2015,"lemmatag, token-based backoff",19
{NLEL} {UPV} Autoritas Participation at Discrimination between Similar Languages ({DSL}) 2015 Shared Task,2015,"nlel upv autoritas, discriminating similar languages, 2015 shared task",10
Discriminating between Similar Languages Using {PPM},2015,"lemmatag, ppm",12
Comparing Approaches to the Identification of Similar Languages,2015,"approach, identity, lemmatag",18
A Two-level Classifier for Discriminating Similar Languages,2015,"two-level classifier, lemmatag",14
Experiments in Discriminating Similar Languages,2015,"experiments, discriminating, lemmatag",21
Building Monolingual Word Alignment Corpus for the Greater {C}hina Region,2015,"rescoring, greater china region",2
The 5th Workshop on {B}alto-{S}lavic Natural Language Processing,2015,"5th workshop, balto-slavic, natural language processing",0
"{U}niversal {D}ependencies for {C}roatian (that work for {S}erbian, too)",2015,"global dependencies, croatia, serbe",21
Analytic Morphology {--} Merging the Paradigmatic and Syntagmatic Perspective in a Treebank,2015,"analytic morphology, paradigmatic approach, syntagmatic approaches, treebank",3
Resolving Entity Coreference in {C}roatian with a Constrained Mention-Pair Model,2015,"entity coreference, croatia, constrained mention-pair model",0
Evaluation of Coreference Resolution Tools for {P}olish from the Information Extraction Perspective,2015,"coreference resolution tools, polish, zodiac",3
Open Relation Extraction for {P}olish: Preliminary Experiments,2015,"open relation extraction, polish, empirical facts",0
Regional Linguistic Data Initiative ({R}e{LDI}),2015,regional linguistic data initiative (reldi),6
Online Extraction of {R}ussian Multiword Expressions,2015,"online extraction, russian expressions",6
{E}-law Module Supporting Lawyers in the Process of Knowledge Discovery from Legal Documents,2015,"e-law module, lawyers, concept discovery, legal documents",0
Experiments on Active Learning for {C}roatian Word Sense Disambiguation,2015,"experiments, active learner, croatian word sense disambiguation",3
Automatic Classification of {W}ord{N}et Morphosemantic Relations,2015,"automatic categorization, wordnet, morphosemantic frames",4
Applying Multi-Dimensional Analysis to a {R}ussian Webcorpus: Searching for Evidence of Genres,2015,"multidimensional analysis, russian webcorpus, genre",7
"Distinctive Similarity of Clausal Coordinate Ellipsis in {R}ussian Compared to {D}utch, {E}stonian, {G}erman, and {H}ungarian",2015,"review, russian, dutch, estonian, german, hungary",0
Universalizing {B}ul{T}ree{B}ank: a Linguistic Tale about Glocalization,2015,"universalizing bultreebank, linguistic tale, glocalization",5
Types of Aspect Terms in Aspect-Oriented Sentiment Labeling,2015,"aspect terms, written reports",1
Authorship Attribution and Author Profiling of {L}ithuanian Literary Texts,2015,"authorship, author profiling, lithuanian corpus",7
Classification of Short Legal {L}ithuanian Texts,2015,"short legal lithuanian texts, classification",5
Proceedings of the Workshop Natural Language Processing for Translation Memories,2015,"workshop, natural language processing, translation memories",0
Creation of new {TM} segments: Fulfilling translators{'} wishes,2015,"tm segments, semdeep-5",2
Spotting false translation segments in translation memories,2015,"false translation segments, translation memories",12
Improving Translation Memory Matching through Clause Splitting,2015,"translation memory matching, word splitting",5
Improving translation memory fuzzy matching by paraphrasing,2015,"volume 31, inforex, paraphrasing",7
Increasing Coverage of Translation Memories with Linguistically Motivated Segment Combination Methods,2015,"coverage of translation memories, linguistically motivated segment combination methods",2
{CAT}a{L}og: New Approaches to {TM} and Post Editing Interfaces,2015,"tm (translation memory), post-editing interface",12
Proceedings of {SLPAT} 2015: 6th Workshop on Speech and Language Processing for Assistive Technologies,2015,"slpat 2015, 6th workshop, spoken language processing, assistive technology",0
"Talking Heads, Signing Avatars and Social Robots",2015,"talking heads, row, social robot",0
Bridging the gap between sign language machine translation and sign language animation using sequence classification,2015,"automatic categorization, sign language, sequence classifiers",15
Synthesizing the finger alphabet of {S}wiss {G}erman Sign Language and evaluating the comprehensibility of the resulting animations,2015,"finger alphabet, german sign language, comprehensibility, animation, synthesised",7
Contour-based Hand Pose Recognition for Sign Language Recognition,2015,"contour-based hand pose recognition, sign language recognition",4
Synthesizing and Evaluating Animations of {A}merican {S}ign {L}anguage Verbs Modeled from Motion-Capture Data,2015,"synthesised, evaluating, animation, american sign language verbs, modeled, motion-capture data",3
Evaluating a Dynamic Time Warping Based Scoring Algorithm for Facial Expressions in {ASL} Animations,2015,"dynamic time warping, scoring algorithm, facial displays, asl animations",6
Qualitative investigation of the display of speech recognition results for communication with deaf people,2015,"qualitative experiments, display of speech recognition results, communication, deaf people",7
Predicting disordered speech comprehensibility from Goodness of Pronunciation scores,2015,"disordered speech, goodness of pronunciation scores",4
Recognizing Dysarthric Speech due to Amyotrophic Lateral Sclerosis with Across-Speaker Articulatory Normalization,2015,"dysarthric speech, amyotrophic lateral sclerosis, articulatory speaker normalisation",12
Vowel Enhancement in Early Stage {S}panish Esophageal Speech Using Natural Glottal Flow Pulse and Vocal Tract Frequency Warping,2015,"vowel reduction, early stage spanish esophageal speech, natural glottal flow pulse, vocal tract frequency warping",0
Automatic dysfluency detection in dysarthric speech using deep belief networks,2015,"fluency filtering, dysarthric speech, automatic, deep belief network",9
Model adaptation and adaptive training for the recognition of dysarthric speech,2015,"map adaptation, adaptive testing, recognition, dysarthric speech",13
Pronunciation Adaptation For Disordered Speech Recognition Using State-Specific Vectors of Phone-Cluster Adaptive Training,2015,"pronunciation adaptation, disordered speech, state-specific vectors, phone-cluster adaptive training",4
"Determining an Optimal Set of Flesh Points on Tongue, Lips, and Jaw for Continuous Silent Speech Recognition",2015,"optimal set, flesh points, tongue, lips, jaw, continuous speech",11
Analysis of Dysarthric Speech using Distinctive Feature Recognition,2015,"dysarthric speech, distinctive, analysis",5
Generating acceptable {A}rabic Core Vocabularies and Symbols for {AAC} users,2015,"arabic core vocabularies, symbol, aac users",0
Remote Speech Technology for Speech Professionals - the {C}loud{CAST} initiative,2015,"remote speech technology, speech professionals, the cloudcast initiative",4
Speech and language technologies for the automatic monitoring and training of cognitive functions,2015,"speech and language therapy, automatic reading, training, cognitive functions",3
Extending a {D}utch Text-to-Pictograph Converter to {E}nglish and {S}panish,2015,"dutch data-to-text system, english, spanish",4
Individuality-Preserving Spectrum Modification for Articulation Disorders Using Phone Selective Synthesis,2015,"individuality-preserving spectrum modification, articulation disorders, phone selective synthesis",1
Recognition of Distress Calls in Distant Speech Setting: a Preliminary Experiment in a Smart Home,2015,"collocations, distant speech setting, preliminary test, smart home",5
A Comparison of Manual and Automatic Voice Repair for Individual with Vocal Disabilities,2015,"manual voice repair, automatic voice repair, spoken dialogue tutoring system",1
Using linguistic features longitudinally to predict clinical scores for {A}lzheimer{'}s disease and related dementias,2015,"experimenting, longitudinally, predict clinical scores, alzheimer's disease, related dementias",42
From {E}uropean {P}ortuguese to {P}ortuguese {S}ign {L}anguage,2015,"answer recall, portuguese sign language",4
Proceedings of the 2nd Workshop on {A}sian Translation ({WAT}2015),2015,2nd workshop on asian translation (wat2015),0
Overview of the 2nd Workshop on {A}sian Translation,2015,transcript-based query,37
System Combination of {RBMT} plus {SPE} and Preordering plus {SMT},2015,"combined systems, rbmt (rule-based machine translation), spe (statistical post-editing), preordering, smt (statistical machine translation)",4
Neural Reranking Improves Subjective Quality of Machine Translation: {NAIST} at {WAT}2015,2015,"neural reranking, ambient, machine translate, naist, 2015",59
{NICT} at {WAT} 2015,2015,"nict, 2015",2
Toshiba {MT} System Description for the {WAT}2015 Workshop,2015,"toshiba mt system, 2016 workshop",2
{K}yoto{EBMT} System Description for the 2nd Workshop on {A}sian Translation,2015,"kyotoebmt, transcript-based query",6
Evaluating Neural Machine Translation in {E}nglish-{J}apanese Task,2015,"neural translator, english-japanese task",10
{NAVER} Machine Translation System for {WAT} 2015,2015,"naver, machine translation system, 2015",16
An Awkward Disparity between {BLEU} / {RIBES} Scores and Human Judgements in Machine Translation,2015,"bleu scores, ribes scores, human judgments, machine translate",12
A Dependency-to-String Model for {C}hinese-{J}apanese {SMT} System,2015,"dependency-to-string model, chinese-to-japanese smt",1
Sampling-based Alignment and Hierarchical Sub-sentential Alignment in {C}hinese{--}{J}apanese Translation of Patents,2015,"gestuels, industrial initiative, voice dialog systems, patents",1
{C}hinese-to-{J}apanese Patent Machine Translation based on Syntactic Pre-ordering for{WAT} 2015,2015,"patent machine translation, syntactic pre-ordering, forwat 2015",3
Source Phrase Segmentation and Translation for {J}apanese-{E}nglish Translation Using Dependency Structure,2015,"source representations, translate, japanese-english translation, dependency structure",1
Proceedings of the 15th {E}uropean Workshop on Natural Language Generation ({ENLG}),2015,15th european workshop on natural language generation (enlg),0
A Simple Surface Realization Engine for {T}elugu,2015,"surface realization, telugu",6
Input Seed Features for Guiding the Generation Process: A Statistical Approach for {S}panish,2015,"input seed features, lcm-pl, statistical approach, spanish",4
A Domain Agnostic Approach to Verbalizing n-ary Events without Parallel Corpora,2015,"domain agnostic approach, verbalize, n-ary events, parallel corpora",0
Inducing Clause-Combining Rules: A Case Study with the {SP}a{RK}y Restaurant Corpus,2015,"clause-combining rules, sparky restaurant corpus",4
Reading Times Predict the Quality of Generated Text Above and Beyond Human Ratings,2015,"reading time, food type extraction, human ratings",3
Moving Targets: Human References to Unstable Landmarks,2015,"human labels, unstable landmarks",0
A Framework for the Generation of Computer System Diagnostics in Natural Language using Finite State Methods,2015,"framework, genesis, computer system diagnostics, raw speech, finite state methods",4
A Snapshot of {NLG} Evaluation Practices 2005 - 2014,2015,"nlg (natural language generation), evaluation trends, 2005, 2014",28
{J}apanese Word Reordering Executed Concurrently with Dependency Parsing and Its Evaluation,2015,"japanese word, reordering, dependency parses, evaluate",0
Sentence Ordering in Electronic Navigational Chart Companion Text Generation,2015,"front end, electronic navigational chart, textgeneration",2
Natural Language Generation from Pictographs,2015,"natural text generation, pictograms",8
Translating {I}talian to {LIS} in the Rail Stations,2015,"italian, italian sign language, rail stations",1
Response Generation in Dialogue Using a Tailored {PCFG} Parser,2015,"response generation, dialogue, pcfg parsing",3
Generating R{\'e}cit from Sensor Data: Evaluation of a Task Model for Story Planning and Preliminary Experiments with {GPS} Data,2015,"r'ecit, sensor data, task model, story plans, empirical facts, gps data",3
Generating and Evaluating Landmark-Based Navigation Instructions in Virtual Environments,2015,"landmark navigation instructions, virtual environment, generates, evaluating",5
Summarising Unreliable Data,2015,unreliable data,0
Generating Descriptions of Spatial Relations between Objects in Images,2015,"descriptions, spatial relations, objects, photo",5
"Towards Flexible, Small-Domain Surface Generation: Combining Data-Driven and Grammatical Approaches",2015,"flexible, small-domain surface generation, data-driven approaches, grammatical approaches",0
{JS}real{B}: A Bilingual Text Realizer for Web Programming,2015,"jsrealb, bilingual text, web programming",12
A Game-Based Setup for Data Collection and Task-Based Evaluation of Uncertain Information Presentation,2015,"game-based setup, data capture, task-based evaluation, uncertain data",4
Generating Referential Descriptions Involving Relations by a Best-First Searching Procedure {--} A System Demo,2015,"referential descriptions, relation, language identifier, system demo",0
"Generating Image Descriptions with Gold Standard Visual Inputs: Motivation, Evaluation and Baselines",2015,"image senses, gold standard visual inputs, motivates, evaluate, baselines",11
Designing an Algorithm for Generating Named Spatial References,2015,"algorithm, spatial reference",9
Narrative Generation from Extracted Associations,2015,"narrative generation, extracted associations",4
Topic Transition Strategies for an Information-Giving Agent,2015,"topic transition, information-giving agent",5
Creating Textual Driver Feedback from Telemetric Data,2015,"textual driver feedback, telemetric data",8
A Personal Storytelling about Your Favorite Data,2015,"word classes, data",4
Proceedings of the First Workshop on Computing News Storylines,2015,first workshop on computing news storylines,0
Interactions between Narrative Schemas and Document Categories,2015,"interactions, narrative schema, document categories",5
Improving Event Detection with {A}bstract {M}eaning {R}epresentation,2015,"event detection, abstract words",30
News clustering approach based on discourse text structure,2015,"news clustering approach, discourse structure",4
To Do or Not to Do: the Role of Agendas for Action in Analyzing News Coverage of Violent Conflict,2015,"agendas for action, the news, armed conflicts",3
{M}edia{M}eter: A Global Monitor for Online News Coverage,2015,"mediameter, global monitor, web news",1
Expanding the horizons: adding a new language to the news personalization system,2015,"news personalization system, english",1
Storylines for structuring massive streams of news,2015,"storylines, structures, massive streams, news",34
From {T}ime{L}ines to {S}tory{L}ines: A preliminary proposal for evaluating narratives,2015,"timelines, storylines, preliminary model, 節錄式語音摘要",8
Cross-Document Non-Fiction Narrative Alignment,2015,"cross-document, non-fiction, narrative alignment",3
Proceedings of the 2nd Workshop on Natural Language Processing Techniques for Educational Applications,2015,"workshop, natural language processing methods, pedagogic usefulness",0
Overview of the {NLP}-{TEA} 2015 Shared Task for {C}hinese Grammatical Error Diagnosis,2015,"nlp-tea 2016 shared task, polyglot semantic parsing",2
{C}hinese Grammatical Error Diagnosis by Conditional Random Fields,2015,"chinese, grammar error detection, condition random fields",10
{NTOU} {C}hinese Grammar Checker for {CGED} Shared Task,2015,"ntou, chinese spell checker, cged shared task",7
Collocation Assistant for Learners of {J}apanese as a Second Language,2015,"collocation, learners, japanese, second language",0
Semi-automatic Generation of Multiple-Choice Tests from Mentions of Semantic Relations,2015,"automated generation, multiple answers, mention, semantic relation",3
Interactive Second Language Learning from News Websites,2015,"iterated language learning, news media",4
Bilingual Keyword Extraction and its Educational Application,2015,"semiautomatic annotation, pedagogic usefulness",2
Annotating Entailment Relations for Shortanswer Questions,2015,"entailment relations, short answers",2
