Title,Year,Important Words,Citations,Log_Citations,Quartile,Novelty Score
Stochastic Language Generation in Dialogue using Recurrent Neural Networks with Convolutional Sentence Reranking,2015,"stochastic text generation, dialogue, recurrent networks, convolutional sentence reranking",149.0,5.010635294096256,Q4,0.9999999953066944
The {U}buntu Dialogue Corpus: A Large Dataset for Research in Unstructured Multi-Turn Dialogue Systems,2015,"dialogue corpus, large dataset, research, open-ended dialogue",573.0,6.352629396319567,Q4,0.9465362071568354
Recurrent Polynomial Network for Dialogue State Tracking with Mismatched Semantic Parsers,2015,"recurrent polynomial network, meta-outputs, mismatched semantic parsers",9.0,2.302585092994046,Q3,0.0
Opportunities and Obligations to Take Turns in Collaborative Multi-Party Human-Robot Interaction,2015,"turns, collaborative human-robot interaction, opportunity, obligation, human-robot teams",18.0,2.9444389791664403,Q3,0.5215815480389003
Optimising Turn-Taking Strategies With Reinforcement Learning,2015,"turn-taking methods, reinforcement learning",20.0,3.044522437723423,Q4,0.9925486522186737
"Acoustic-prosodic entrainment in {S}lovak, {S}panish, {E}nglish and {C}hinese: A cross-linguistic comparison",2015,"dls@cu, slovak, spanish, english, chinese, epistemic model",18.0,2.9444389791664403,Q3,0.4515410679180937
A statistical approach for Non-Sentential Utterance Resolution for Interactive {QA} System,2015,"statistical approach, non-sentential question resolution, interactive qa system",15.0,2.772588722239781,Q3,0.37759344335411194
The Interplay of User-Centered Dialog Systems and {AI} Planning,2015,"procedural dialog model, xcopa",13.0,2.6390573296152584,Q3,0.0
Automatic Detection of Miscommunication in Spoken Dialogue Systems,2015,"automatic audio, miscommunication, spoken dialogue systems",21.0,3.091042453358316,Q4,0.422158402492442
Dialogue Management based on Multi-domain Corpus,2015,"dialogue management, multi-domain corpus",3.0,1.3862943611198906,Q2,0.4979775495873297
Quality-adaptive Spoken Dialogue Initiative Selection And Implications On Reward Modelling,2015,"noise detection, initiative selection, (m)bert",20.0,3.044522437723423,Q4,
Metaphor Detection in Discourse,2015,"metaphor, detecting, discourse",15.0,2.772588722239781,Q3,0.9779023745614863
User Adaptive Restoration for Incorrectly-Segmented Utterances in Spoken Dialogue Systems,2015,"user adaptive restoration, incorrectly-segmented utterances, spoken dialogue systems",4.0,1.6094379124341005,Q2,0.3910217634894188
Incremental Coordination: Attention-Centric Speech Production in a Physically Situated Conversational Agent,2015,"incremental coordination, attention-centric speech production, situated agents",25.0,3.258096538021482,Q4,0.0
Hyper-parameter Optimisation of {G}aussian Process Reinforcement Learning for Statistical Dialogue Management,2015,"word complexity, gaussian process reinforcement learning, statistical dialog management",10.0,2.3978952727983707,Q3,0.520821285372743
Learning Domain-Independent Dialogue Policies via Ontology Parameterisation,2015,"english article errors, ontology parameterisation, learn",27.0,3.332204510175204,Q4,1.0
Reward Shaping with Recurrent Neural Networks for Speeding up On-Line Policy Learning in Spoken Dialogue Systems,2015,"(m)bert, recurrent networks, online dialogue policy, spoken dialogue systems",34.0,3.555348061489413,Q4,0.3910217634894188
Effects of Game on User Engagement with Spoken Dialogue System,2015,"game, user engagement, important tweets",7.0,2.079441541679836,Q2,0.8913274622797588
Evaluation of Crowdsourced User Input Data for Spoken Dialog Systems,2015,"model selection, spoken dialog system",4.0,1.6094379124341005,Q2,0.46113187503952585
A distributed cloud-based dialog system for conversational application development,2015,"casual conversation system, gaussian mixture models",8.0,2.19722457733622,Q3,0.0
A {TV} Program Discovery Dialog System using recommendations,2015,"tv program discovery dialog system, recommendation",3.0,1.3862943611198906,Q2,0.767039031187015
Description of the {P}atient{G}enesys Dialogue System,2015,patientgenesys dialogue system,5.0,1.791759469228055,Q2,0.0
The Cohort and Speechify Libraries for Rapid Construction of Speech Enabled Applications for Android,2015,"cohort, speechify, speech-enabled applications, android",4.0,1.6094379124341005,Q2,0.5156046866868782
Proceedings of {B}io{NLP} 15,2015,bionlp 15,0.0,0.0,Q1,0.0
Complex Event Extraction using {DRUM},2015,"complex event extraction, drum",14.0,2.70805020110221,Q3,0.5
Making the most of limited training data using distant supervision,2015,"minimal training, distant supervision",5.0,1.791759469228055,Q2,0.8428923614358939
An extended dependency graph for relation extraction in biomedical texts,2015,"deep dependency syntax, relation extraction, biomedical text",23.0,3.1780538303479458,Q4,0.9570283535628872
Event Extraction in pieces:Tackling the partial event identification problem on unseen corpora,2015,"event extraction, partial event identification problem, unseen corpora",1.0,0.6931471805599453,Q1,0.3436222320226928
Extracting Biological Pathway Models From {NLP} Event Representations,2015,"biological pathway models, nlp embeddings",3.0,1.3862943611198906,Q2,0.0
Shallow Training is cheap but is it good enough? Experiments with Medical Fact Coding,2015,"shallow learning, clinical-coder, experiments",0.0,0.0,Q1,0.7451468540932177
Stacked Generalization for Medical Concept Extraction from Clinical Notes,2015,"stacked generalization, medical concept extraction, medical notes",15.0,2.772588722239781,Q3,0.5
Extracting Disease-Symptom Relationships by Learning Syntactic Patterns from Dependency Graphs,2015,"disease-symptom relationships, syntactic patterns, dependency graph",5.0,1.791759469228055,Q2,0.5038689255780626
Extracting Time Expressions from Clinical Text,2015,"time phrases, clinical text",9.0,2.302585092994046,Q3,0.5482398683500435
Exploiting Task-Oriented Resources to Learn Word Embeddings for Clinical Abbreviation Expansion,2015,"casual conversation, word embeddings, clinical abbreviation",47.0,3.871201010907891,Q4,0.9999999999844604
Semantic Type Classification of Common Words in Biomedical Noun Phrases,2015,"predicting, classification, common words, biomedical noun phrases",1.0,0.6931471805599453,Q1,0.9811404610633603
{C}o{MAGD}: Annotation of Gene-Depression Relations,2015,"comagd, annotate, gene-depression relations",0.0,0.0,Q1,0.9027733396945905
Lexical Characteristics Analysis of {C}hinese Clinical Documents,2015,"lexical properties, analysis, etude multilingue",2.0,1.0986122886681098,Q1,0.9968928897676795
Using word embedding for bio-event extraction,2015,"word embedding, bio-event extraction",27.0,3.332204510175204,Q4,0.9999999999999873
Measuring the readability of medical research journal abstracts,2015,"readability, medical studies, journal abstracts",8.0,2.19722457733622,Q3,0.18416594733741434
Translating Electronic Health Record Notes from {E}nglish to {S}panish: A Preliminary Study,2015,"electronic health record, english, spanish, preliminary study",7.0,2.079441541679836,Q2,0.9156325188635366
Automatic Detection of Answers to Research Questions from {M}edline Abstracts,2015,"automatic audio, answer, research issues, medline",6.0,1.9459101490553128,Q2,0.9880814767068933
A preliminary study on automatic identification of patient smoking status in unstructured electronic health records,2015,"preliminary study, automatic identification, shallow grammars, arbitrary languages",10.0,2.3978952727983707,Q3,0.5320965988154063
Restoring the intended structure of {H}ungarian ophthalmology documents,2015,"structure, hungarian ophthalmology documents",1.0,0.6931471805599453,Q1,0.9993027207993767
Evaluating distributed word representations for capturing semantics of biomedical concepts,2015,"distributed word models, semantics, biomedical concept",77.0,4.356708826689592,Q4,0.2029125909410399
Investigating Public Health Surveillance using {T}witter,2015,"health surveillance, twitter",27.0,3.332204510175204,Q4,0.9921481915228311
Clinical Abbreviation Disambiguation Using Neural Word Embeddings,2015,"clinical abbreviation, disambiguate, neural encoding",59.0,4.0943445622221,Q4,0.47690130437668005
Representing Clinical Diagnostic Criteria in Quality Data Model Using Natural Language Processing,2015,"clinical diagnostic criteria, quality data model, natural language processing",1.0,0.6931471805599453,Q1,0.9997133289287699
Proceedings of the 14th Meeting on the Mathematics of Language ({M}o{L} 2015),2015,"14th meeting on the mathematics of language, mol 2015",0.0,0.0,Q1,0.0
A Refined Notion of Memory Usage for Minimalist Parsing,2015,"memory usage, minimalist parsing",7.0,2.079441541679836,Q2,0.5234740034265697
Abstract Categorial Parsing as Linear Logic Programming,2015,"abstract categorial parsing, linear logic",0.0,0.0,Q1,0.5370633606558813
Topology of Language Classes,2015,"topology, language classes",1.0,0.6931471805599453,Q1,0.47717639375818544
"Individuation Criteria, Dot-types and Copredication: A View from Modern Type Theories",2015,"individuation criteria, dot-types, copredication, modern type theory",14.0,2.70805020110221,Q3,0.43782349911420193
Lexical Semantics and Model Theory: Together at Last?,2015,"lexical semantics, model-theory",6.0,1.9459101490553128,Q2,0.49729520755683554
A {F}robenius Model of Information Structure in Categorical Compositional Distributional Semantics,2015,"frobenius model, information structure, categorical compositional distributional semantics",8.0,2.19722457733622,Q3,0.5336212528632479
A Synopsis of Morphoid Type Theory,2015,morphoid type theory,0.0,0.0,Q1,0.0
General Perspective on Distributionally Learnable Classes,2015,"global perspectives, distributionally learnable classes",2.0,1.0986122886681098,Q1,0.0
Canonical Context-Free Grammars and Strong Learning: Two Approaches,2015,"deep context-free grammar, robust reading, two approaches",1.0,0.6931471805599453,Q1,0.5400901762108942
Output Strictly Local Functions,2015,strictly local functions,35.0,3.58351893845611,Q4,0.5
How to Choose Successful Losers in Error-Driven Phonotactic Learning,2015,"losers, news synthesis",0.0,0.0,Q1,0.4817023485641729
A Concatenation Operation to Derive Autosegmental Graphs,2015,"concatenation, autosegmental",18.0,2.9444389791664403,Q3,0.5315046716489181
Syntactic Polygraphs. A Formalism Extending Both Constituency and Dependency,2015,"syntactic polygraphs, formalism, constituent, dependency",17.0,2.8903717578961645,Q3,0.4181499011975513
Proceedings of the workshop on Semantic resources and semantic annotation for Natural Language Processing and the Digital Humanities at {NODALIDA} 2015,2015,"workshop on semantic resources, december 2020, natural language processing, digital humanities, nodalida 2015",0.0,0.0,Q1,0.9780737656191263
Here be dragons? The perils and promises of inter-resource lexical-semantic mapping,2015,"dragons, perils, promises, one-level phonology",2.0,1.0986122886681098,Q1,0.4907388764067626
"Polysemy, underspecification, and aspects {--} Questions of lumping or splitting in the construction of {S}wedish {F}rame{N}et",2015,"polysemy, underspecifying, aspects, swedish model, build, lumping, splitting",0.0,0.0,Q1,0.5640713867657428
Determining the most frequent senses using {R}ussian linguistic ontology {R}u{T}hes,2015,"senses, russian linguistic ontology ruthes",11.0,2.4849066497880004,Q3,0.5301660966971062
Extraction of lethal events from {W}ikipedia and a semantic repository,2015,"extraction, lethal events, wikipedia, language repository",1.0,0.6931471805599453,Q1,0.8620619153997883
Coarse-grained sense annotation of {D}anish across textual domains,2015,"coarsely-grained annotated data, dansk, text documents",4.0,1.6094379124341005,Q2,
Proceedings of the fourth workshop on {NLP} for computer-assisted language learning,2015,"5th workshop, speakers' anger utterance, type-sensitive knowledge base",0.0,0.0,Q1,0.6145658582212699
Misspellings in Responses to Listening Comprehension Questions: Prospects for Scoring based on Phonetic Normalization,2015,"misspellings, respond, listening comprehension, scoring, phonetic normalization",0.0,0.0,Q1,0.8285180537471374
Taking the {D}anish Speech Trainer from {CALL} to {ICALL},2015,"danish speech trainer, call, icall",1.0,0.6931471805599453,Q1,0.9690510639052655
Using Shallow Syntactic Features to Measure Influences of {L}1 and Proficiency Level in {EFL} Writings,2015,"shallow syntactic features, influence, l1, reward modeling, efl texts",2.0,1.0986122886681098,Q1,0.629038239854989
Semi-automated typical error annotation for learner {E}nglish essays: integrating frameworks,2015,"semi-automated labeling, english writing, focusing frameworks",5.0,1.791759469228055,Q2,
Short Answer Grading: When Sorting Helps and When it Doesn{'}t,2015,"short answer grading, sort",10.0,2.3978952727983707,Q3,0.5952643368410522
Oahpa! {\~O}pi! Opiq! Developing free online programs for learning {E}stonian and {V}{\~o}ro,2015,"oahpa!, opi!, opiq!, free online programs, learn, estonian, v\~oro",4.0,1.6094379124341005,Q2,0.991668059702145
"Transactions of the Association for Computational Linguistics, Volume 3",2015,"retrospection, volume 3",0.0,0.0,Q1,0.3436445772572908
Reasoning about Quantities in Natural Language,2015,"reasoning, quantities, raw speech",62.0,4.143134726391533,Q4,0.8709507485225405
Cross-Document Co-Reference Resolution using Sample-Based Clustering with Knowledge Enrichment,2015,"cross-entity inference, sample-based clustering, knowledge enrichment",31.0,3.4657359027997265,Q4,0.5
Efficient Inference and Structured Learning for Semantic Role Labeling,2015,"inference, structured learning, semantic case role",75.0,4.330733340286331,Q4,0.9350435344348046
{S}prite: Generalizing Topic Models with Structured Priors,2015,"sprite, topic model, priors",19.0,2.995732273553991,Q3,0.6805575199677996
A Sense-Topic Model for Word Sense Induction with Unsupervised Data Enrichment,2015,"sense-topic model, word sense induction, unsupervised enrichment",35.0,3.58351893845611,Q4,0.08439399788478211
Which Step Do {I} Take First? Troubleshooting with {B}ayesian Models,2015,"step, troubleshooting, bayesian",0.0,0.0,Q1,0.3058274878373474
Gappy Pattern Matching on {GPU}s for On-Demand Extraction of Hierarchical Translation Grammars,2015,"gappy patterns, gpus, on-demand extraction, formal dependency grammar",5.0,1.791759469228055,Q2,0.4870587171574891
A {B}ayesian Model of Grounded Color Semantics,2015,"bayesian, cognitive semantics",43.0,3.784189633918261,Q4,0.24024975733730097
Exploiting Parallel News Streams for Unsupervised Event Extraction,2015,"parallel news streams, nv expressions",24.0,3.218875824868201,Q4,0.5
Unsupervised Declarative Knowledge Induction for Constraint-Based Learning of Information Structure in Scientific Documents,2015,"freme, constraint-based, information structure, scientific document",5.0,1.791759469228055,Q2,0.5027843715852319
Entity Disambiguation with Web Links,2015,"entity disambiguation, web links",71.0,4.276666119016055,Q4,0.5169672914760102
An Unsupervised Method for Uncovering Morphological Chains,2015,"unsupervised method, morphological chains",49.0,3.912023005428146,Q4,0.4944113228074489
Modelling and Optimizing on Syntactic N-Grams for Statistical Machine Translation,2015,"modeled, optimizing, syllable n-grams, lightweight models",23.0,3.1780538303479458,Q4,0.5063628303946633
From Visual Attributes to Adjectives through Decompositional Distributional Semantics,2015,"vision features, adjectives, functional distributional semantics",14.0,2.70805020110221,Q3,0.4485460562977447
Higher-order Lexical Semantic Models for Non-factoid Answer Reranking,2015,"enhanced lexical semantic models, non-factoid answer reranking",40.0,3.713572066704308,Q4,0.5
Improving Distributional Similarity with Lessons Learned from Word Embeddings,2015,"distributional similarity, word embeddings",1007.0,6.915723448631314,Q4,0.9862676227449876
Learning Composition Models for Phrase Embeddings,2015,"composition models, phrase embeddings, learn",62.0,4.143134726391533,Q4,0.9953390818278129
Combining Minimally-supervised Methods for {A}rabic Named Entity Recognition,2015,"lightly-supervised methods, arabic named entity recognition",8.0,2.19722457733622,Q3,0.45842951678320015
Learning a Compositional Semantics for {F}reebase with an Open Predicate Vocabulary,2015,"learn, cognitive semantics, freebase, open predicate vocabulary",29.0,3.4011973816621555,Q4,0.9922279792746114
Domain Adaptation for Syntactic and Semantic Dependency Parsing Using Deep Belief Networks,2015,"domain adaptation, phrase dependency parsing, phrase dependency parsing, deep belief network",11.0,2.4849066497880004,Q3,0.9467483058931506
Problems in Current Text Simplification Research: New Data Can Help,2015,"text simplification research, new data",175.0,5.170483995038151,Q4,0.5
Improving Topic Models with Latent Feature Word Representations,2015,"topic model, risk ranking",212.0,5.3612921657094255,Q4,0.6860714045764476
Design Challenges for Entity Linking,2015,"entity linkage, design issues",148.0,5.003946305945459,Q4,
One Vector is Not Enough: Entity-Augmented Distributed Semantics for Discourse Relations,2015,"vector, corpus-based question answering, low-resource nmt",92.0,4.532599493153256,Q4,0.999484325535747
From Paraphrase Database to Compositional Paraphrase Model and Back,2015,"paraphrase database, paraphrase models",222.0,5.407171771460119,Q4,0.5
A Graph-based Lattice Dependency Parser for Joint Morphological Segmentation and Syntactic Analysis,2015,"lattice, argument parser, wind, syntactic analysis",29.0,3.4011973816621555,Q4,0.472885127246113
Deriving {B}oolean structures from distributional vectors,2015,"boolean semantics, distributional vectors",38.0,3.6635616461296463,Q4,0.5
Unsupervised Lexicon Discovery from Acoustic Input,2015,"textual adversaries, acoustic input",68.0,4.23410650459726,Q4,0.545779860261356
Latent Structures for Coreference Resolution,2015,"latent structure, coreference decisions",60.0,4.110873864173311,Q4,0.5786418205519137
Unsupervised Identification of Translationese,2015,"unsupervised recognition, translationese",29.0,3.4011973816621555,Q4,0.5594266443782867
Modeling Word Forms Using Latent Underlying Morphs and Phonology,2015,"wordform, latent underlying morphs, phonology",35.0,3.58351893845611,Q4,0.6928545834690276
Context-aware Frame-Semantic Role Labeling,2015,"emotag, frame semantic role labeling",32.0,3.49650756146648,Q4,0.0
Learning Structural Kernels for Natural Language Processing,2015,"structural kernels, natural language processing",14.0,2.70805020110221,Q3,0.9890811304409237
Semantic Proto-Roles,2015,semantic proto-roles,56.0,4.04305126783455,Q4,0.5
Approximation-Aware Dependency Parsing by Belief Propagation,2015,"approximation, dependency parses, belief propagation",21.0,3.091042453358316,Q4,0.4740855481648583
{P}lato: A Selective Context Model for Entity Resolution,2015,"plato, selective context model, entity resolution",53.0,3.9889840465642745,Q4,0.5562319792444037
A Hierarchical Distance-dependent {B}ayesian Model for Event Coreference Resolution,2015,"hierarchical bayesian, event coreference resolution",34.0,3.555348061489413,Q4,0.5698995776932761
Large-Scale Information Extraction from Textual Definitions through Deep Syntactic and Semantic Analysis,2015,"large-scale information servers, textual definitions, deep syntactic analysis, semantic analysis",47.0,3.871201010907891,Q4,0.4155872695708096
Imitation Learning of Agenda-based Semantic Parsers,2015,"imitation learning, agenda-based semantic parsers",68.0,4.23410650459726,Q4,0.5
Parsing to Noncrossing Dependency Graphs,2015,"parses, cyclic dependency network",31.0,3.4657359027997265,Q4,0.45151627543110434
Semantic Parsing of Ambiguous Input through Paraphrasing and Verification,2015,"semantic parses, ambiguous input, paraphrasing, proof",7.0,2.079441541679836,Q2,0.4903170659651495
Parsing Algebraic Word Problems into Equations,2015,"algebra word problems, equation",83.0,4.430816798843313,Q4,0.5347522106564953
Proceedings of {ACL}-{IJCNLP} 2015 System Demonstrations,2015,acl-ijcnlp 2015 system demonstrations,0.0,0.0,Q1,0.0
A System Demonstration of a Framework for Computer Assisted Pronunciation Training,2015,"system demonstration, framework, direct position interactions",4.0,1.6094379124341005,Q2,0.9580964838647997
{IMI} {---} A Multilingual Semantic Annotation Environment,2015,"imi, multilingual semantic annotation",5.0,1.791759469228055,Q2,0.8927426389558426
In-tool Learning for Selective Manual Annotation in Large Corpora,2015,"in-tool learning, selective annotation, big corpora",1.0,0.6931471805599453,Q1,0.0
{K}e{LP}: a Kernel-based Learning Platform for Natural Language Processing,2015,"kelp, kernel-based learning platform, natural language processing",48.0,3.8918202981106265,Q4,0.9890811304409237
Multi-modal Visualization and Search for Text and Prosody Annotations,2015,"multi-modal sensing, search, text annotations, prosodic annotation",3.0,1.3862943611198906,Q2,0.9672428947605658
{NEED}4{T}weet: A Twitterbot for Tweets Named Entity Extraction and Disambiguation,2015,"need4tweet, twitterbot, tweet, named entity extractor, disambiguate",7.0,2.079441541679836,Q2,0.9883754049258324
Visual Error Analysis for Entity Linking,2015,"visual error analysis, entity linkage",6.0,1.9459101490553128,Q2,0.0
A Web-based Collaborative Evaluation Tool for Automatically Learned Relation Extraction Patterns,2015,"web-based evaluation, automatically learned relation extraction patterns",0.0,0.0,Q1,0.5131935377228654
A Dual-Layer Semantic Role Labeling System,2015,two-phase semantic role labeling,3.0,1.3862943611198906,Q2,0.0
A system for fine-grained aspect-based sentiment analysis of {C}hinese,2015,"system, fine-grained sentiment dataset, chinese",15.0,2.772588722239781,Q3,0.5963401977143185
Plug Latent Structures and Play Coreference Resolution,2015,"plug latent structures, play coreference resolution",5.0,1.791759469228055,Q2,0.0
Proceedings of {ACL}-{IJCNLP} 2015 System Demonstrations,2015,acl-ijcnlp 2015 system demonstrations,4.0,1.6094379124341005,Q2,0.0
{OMWE}dit - The Integrated Open Multilingual {W}ordnet Editing System,2015,"omwedit, customizable wordnet editor",8.0,2.19722457733622,Q3,0.0
{SACRY}: Syntax-based Automatic Crossword puzzle Resolution s{Y}stem,2015,"sacry, syntax-based automatic crossword puzzle resolution system",4.0,1.6094379124341005,Q2,0.0
{LEX}enstein: A Framework for Lexical Simplification,2015,"lexenstein, framework, lexical simplifier",60.0,4.110873864173311,Q4,0.9998048722517751
Sharing annotations better: {REST}ful Open Annotation,2015,"annotate, restful annotation",6.0,1.9459101490553128,Q2,0.9027733396945905
A Data Sharing and Annotation Service Infrastructure,2015,"sharing data, annotation infrastructure",2.0,1.0986122886681098,Q1,
{J}o{B}im{V}iz: A Web-based Visualization for Graph-based Distributional Semantic Models,2015,"jobimviz, on-line visualisation, rubrics",14.0,2.70805020110221,Q3,0.0
End-to-end Argument Generation System in Debating,2015,"end-to-end argument mining, arguing",19.0,2.995732273553991,Q3,0.4954861275100871
Multi-level Translation Quality Prediction with {Q}u{E}st++,2015,"multi-level translation, quality prediction, quest++",103.0,4.6443908991413725,Q4,0.5116260268814431
{WA}-Continuum: Visualising Word Alignments across Multiple Parallel Sentences Simultaneously,2015,"wa-continuum, text alignment, non parallel sentences, visualising",2.0,1.0986122886681098,Q1,0.519359117935817
A Domain-independent Rule-based Framework for Event Extraction,2015,"medical conversations, event extraction",56.0,4.04305126783455,Q4,0.3436222320226928
{S}torybase: Towards Building a Knowledge Base for News Events,2015,"storybase, knowledge bank, news story",5.0,1.791759469228055,Q2,0.5351951663947668
{W}rite{A}head: Mining Grammar Patterns in Corpora for Assisted Writing,2015,"writeahead, mining grammar patterns, corpora, assisted writing",16.0,2.833213344056216,Q3,0.07141611464891019
{N}iu{P}arser: A {C}hinese Syntactic and Semantic Parsing Toolkit,2015,"niuparser, chinese syntactic parsing",9.0,2.302585092994046,Q3,0.0
"International Journal of Computational Linguistics {\&} {C}hinese Language Processing, Volume 20, Number 2, {D}ecember 2015 - Special Issue on Selected Papers from {ROCLING} {XXVII}",2015,"international journal of computational linguistics, chinese language processing, volume 20, number 2, 2012, special issue on invited papers, rocling xxv",0.0,0.0,Q1,0.46637221026045134
Designing a Tag-Based Statistical Math Word Problem Solver with Reasoning and Explanation,2015,"tag-based english math word problem solver, reasoning, explanation",1.0,0.6931471805599453,Q1,0.9951851044152117
Explanation Generation for a Math Word Problem Solver,2015,"explanation generation, math word problem solver",6.0,1.9459101490553128,Q2,0.5051012615762115
Word Co-occurrence Augmented Topic Model in Short Text,2015,"word cooccurrence, topic model, short text",14.0,2.70805020110221,Q3,0.706291259047896
節錄式語音文件摘要使用表示法學習技�?(Extractive Spoken Document Summarization with Representation Learning Techniques) [In {C}hinese],2015,"extractive document summarization, representation learning",0.0,0.0,Q1,0.8854204297626233
調變頻譜分解技術於強健語音辨識之研�?(Investigating Modulation Spectrum Factorization Techniques for Robust Speech Recognition) [In {C}hinese],2015,"modulation spectrum factorization, noise robust",0.0,0.0,Q1,0.5
透過語音特徵建構基於堆疊稀疏自編碼器演算法之婚姻治療中夫妻互動行為量表自動化評分系�?(Automating Behavior Coding for Distressed Couples Interactions Based on Stacked Sparse Autoencoder Framework using Speech-acoustic Features) [In {C}hinese],2015,"child-produced speech, stacked denoising autoencoder, behavior codes, distressed couples interactions, automating, marriage therapy",0.0,0.0,Q1,0.4525523322426461
"International Journal of Computational Linguistics {\&} {C}hinese Language Processing, Volume 20, Number 1, June 2015-Special Issue on {C}hinese as a Foreign Language",2015,"international journal of computational linguistics, chinese language processing, volume 20, numéro 1, june 2013, special issue on chinese verbal semantics",0.0,0.0,Q1,0.4568653621493085
Guest Editoral: Special Issue on {C}hinese as a Foreign Language,2015,chinese as second language,3.0,1.3862943611198906,Q2,0.0
{HANS}peller: A Unified Framework for {C}hinese Spelling Correction,2015,"hanspeller, unified tool, reproducible results",12.0,2.5649493574615367,Q3,0.0
A Study on {C}hinese Spelling Check Using Confusion Sets and?N-gram Statistics,2015,"chinese spelling check, confusion, n-gram analytics",8.0,2.19722457733622,Q3,0.24363641314435203
Automatically Detecting Syntactic Errors in Sentences Writing by Learners of {C}hinese as a Foreign Language,2015,"syntactic errors, sentences, chinese speakers, foreign language, automatically detecting",2.0,1.0986122886681098,Q1,0.8189335851506612
Automatic Classification of the {``}De{''} Word Usage for {C}hinese as a Foreign Language,2015,"automatic categorization, ""de"" word usage, chinese, foreign language",1.0,0.6931471805599453,Q1,0.07538533926512313
以「華語學習者語料庫」為本的「了」字句偏誤分�?(The Error Analysis of {``}Le{''} based on {``}{C}hinese Learner Written Corpus{''}) [In {C}hinese],2015,"discourse patterns, 了字句 (le), error analyses",0.0,0.0,Q1,0.0
Cross-Linguistic Error Types of Misused {C}hinese Based on Learners{'} Corpora,2015,"cross-linguistic typology, misused chinese, hunlearner corpus",1.0,0.6931471805599453,Q1,0.0
"Computational Linguistics, Volume 41, Issue 4 - {D}ecember 2015",2015,"organisation, volume 41, issue 2, 2012",0.0,0.0,Q1,0.5
Graph-Based Word Alignment for Clinical Language Evaluation,2015,"graph alignment, clinical language model",24.0,3.218875824868201,Q4,
Design and Evaluation of Metaphor Processing Systems,2015,"metaphor processing, design, evaluate",53.0,3.9889840465642745,Q4,0.5941214057472014
Inducing Implicit Arguments from Comparable Texts: A Framework and Its Applications,2015,"implicit argument, comparable text, framework, application",9.0,2.302585092994046,Q3,0.8343236003378385
{S}im{L}ex-999: Evaluating Semantic Models With (Genuine) Similarity Estimation,2015,"simlex-999, syntax models, similarity estimation",915.0,6.82001636467413,Q4,0.48320675285972037
"Book Review: Language Processing with {P}erl and {P}rolog: Theories, Implemetation, and Application by Pierre {M}. Nugues",2015,"lexical processing, perl, prolog, theories, implementation, application, pierre m. nugues",0.0,0.0,Q1,0.623279535516663
Last Words: Computational Linguistics and Deep Learning,2015,"organisation, news",0.0,0.0,Q1,0.9999999001322312
Lifetime Achievement Award: Translating Today into Tomorrow,2015,"lifetime achievement award, translating today into tomorrow",1.0,0.6931471805599453,Q1,0.5284281703134843
{O}bituaries: {A}dam Kilgarriff,2015,adam kilgarriff,2.0,1.0986122886681098,Q1,0.0
{O}bituaries: Jane {J}. Robinson,2015,jane j. robinson,0.0,0.0,Q1,0.0
"Computational Linguistics, Volume 41, Issue 3 - September 2015",2015,"organisation, volume 41, issue 2, september 2014",0.0,0.0,Q1,0.5
Large Linguistic Corpus Reduction with {SCP} Algorithms,2015,"colloquial corpus, scp algorithms",8.0,2.19722457733622,Q3,0.0
{CODRA}: A Novel Discriminative Framework for Rhetorical Analysis,2015,"codra, discriminative framework, literary analysis",116.0,4.762173934797756,Q4,0.503925607043872
The Unified and Holistic Method Gamma (γ) for Inter-Annotator Agreement Measure and Alignment,2015,"unified and holistic method gamma (γ), interannotator agreement, align",24.0,3.218875824868201,Q4,0.39145451188097496
Computational Constancy Measures of {T}exts{---}{Y}ule{'}s K and R{\'e}nyi{'}s Entropy,2015,"computational constancy measures, texts, yule's k, r\'enyi entropy",23.0,3.1780538303479458,Q4,0.9784040723382877
Discriminative Syntax-Based Word Ordering for Text Generation,2015,"discriminative syntax, word order, textgeneration",30.0,3.4339872044851463,Q4,0.615561492054374
{S}quibs: Evaluation Methods for Statistically Dependent Text,2015,"squib, evaluation system, statistically dependent text",6.0,1.9459101490553128,Q2,0.47724429502311927
"Computational Linguistics, Volume 41, Issue 2 - June 2015",2015,"organisation, volume 41, issue 2, june 2013",0.0,0.0,Q1,0.5
The Operation Sequence {M}odel{---}{C}ombining N-Gram-Based and Phrase-Based Statistical Machine Translation,2015,"operation sequence model, n-gram-based statistical machine translation, phrase-based statistical translation system",40.0,3.713572066704308,Q4,0.5349377494273538
Lexicalization and Generative Power in {CCG},2015,"lexicalization, generative power, ccg (combinatory category grammars)",13.0,2.6390573296152584,Q3,0.5354266981169497
Efficient Global Learning of Entailment Graphs,2015,"global training, entailment graphs",13.0,2.6390573296152584,Q3,0.5284281703134843
A Statistical Parsing Framework for Sentiment Classification,2015,"generation order, extracting data",48.0,3.8918202981106265,Q4,0.0
{S}quibs: Evaluating Human Pairwise Preference Judgments,2015,"squib, pairwise preferences",3.0,1.3862943611198906,Q2,0.47724429502311927
"Book Reviews: Ontology-Based Interpretation of Natural Language by Philipp Cimiano, Christina Unger and John {M}c{C}rae",2015,"ontological natural language processing, philipp cimiano, christina unger, john mccrae",40.0,3.713572066704308,Q4,0.517247134627142
Book Reviews: Robots that Talk and Listen edited by Judith {A}. Markowitz,2015,"robot, talk, listen, judith a. markowitz",0.0,0.0,Q1,0.6403934418293497
